subscriber_id,account_id,age,gender,region,country,signup_date,current_plan,signup_channel,device_primary,household_size,churn_status,churn_date,price_increase_flag,is_resub
SUB_002442,ACC_002298,44.0,Female,North America,US,2026-03-12,Premium,Paid Social,TV,2.0,0,,0,0
SUB_002443,ACC_002299,25.0,Female,North America,US,2024-12-08,Premium,Organic,Web,,0,,0,0
SUB_002444,ACC_002300,35.0,Female,North America,CA,2025-05-08,Standard,Paid Search,TV,6.0,1,2026-03-17,1,0
SUB_002445,ACC_002301,32.0,Male,Western Europe,DE,2025-09-04,Basic-Ads,Paid Social,Mobile,2.0,0,,0,0
SUB_002446,ACC_002302,26.0,Male,Western Europe,IT,2025-08-19,Standard,Paid Search,TV,1.0,0,,0,0
SUB_002447,ACC_002303,48.0,Male,Western Europe,DE,2025-05-15,Standard,Paid Search,Tablet,2.0,1,2026-03-13,0,0
SUB_002448,ACC_002304,34.0,Male,Western Europe,UK,2026-01-25,Standard,Free Trial,Web,2.0,1,2026-03-03,1,0
SUB_002449,ACC_002305,46.0,Male,North America,US,2024-07-01,Premium,Paid Social,TV,2.0,1,2026-01-23,1,0
SUB_002450,ACC_002306,36.0,Male,North America,CA,2026-03-23,Standard,Paid Social,TV,2.0,0,,0,0
SUB_002451,ACC_002307,21.0,Male,Western Europe,DE,2025-03-27,Standard,Paid Search,Mobile,1.0,1,2025-08-20,1,0
SUB_002452,ACC_002308,38.0,Male,Western Europe,DE,2025-02-18,Standard,Paid Social,TV,,1,2025-04-05,0,0
SUB_002453,ACC_002309,52.0,Undisclosed,North America,US,2022-06-14,Standard,Paid Social,TV,4.0,1,2025-12-12,0,0
SUB_002454,ACC_002310,44.0,Male,North America,US,2023-05-16,Premium,Organic,TV,3.0,0,,0,0
SUB_002455,ACC_002311,67.0,Non-binary,Western Europe,DE,2025-02-03,Standard,Paid Social,TV,3.0,1,2026-01-31,0,0
SUB_002456,ACC_002312,60.0,Female,North America,US,2026-03-17,Standard,Paid Social,TV,1.0,0,,0,0
SUB_002457,ACC_002313,37.0,Female,Western Europe,DE,2025-06-04,Standard,Paid Search,Web,2.0,1,2025-07-12,0,0
SUB_002458,ACC_002314,18.0,Female,Western Europe,DE,2024-12-19,Basic-Ads,Free Trial,TV,4.0,1,2026-03-30,1,0
SUB_002459,ACC_002315,45.0,Female,North America,US,2024-06-25,Premium,Bundle,Mobile,,0,,0,0
SUB_002460,ACC_002316,61.0,Female,North America,US,2025-08-22,Basic-Ads,Referral,TV,2.0,1,2025-12-04,1,1
SUB_002461,ACC_002317,41.0,Female,North America,US,2023-05-28,Basic-Ads,Organic,TV,2.0,0,,0,0
SUB_002462,ACC_002318,40.0,Male,Western Europe,UK,2022-05-26,Standard,Paid Social,Mobile,5.0,0,,1,0
SUB_002463,ACC_002319,19.0,Female,North America,US,2026-01-03,Basic-Ads,Organic,Mobile,4.0,0,,0,0
SUB_002464,ACC_002320,23.0,Female,North America,US,2025-07-08,Basic-Ads,Free Trial,TV,1.0,1,2026-03-09,0,0
SUB_002465,ACC_002321,50.0,Male,Western Europe,IT,2025-08-27,Basic-Ads,Organic,Mobile,3.0,1,2025-11-22,0,0
SUB_002466,ACC_002322,44.0,Male,Western Europe,UK,2023-10-07,Premium,Paid Social,Web,4.0,0,,0,0
SUB_002467,ACC_002323,36.0,Undisclosed,North America,US,2025-09-21,Basic-Ads,Free Trial,Tablet,1.0,1,2026-01-12,1,0
SUB_002468,ACC_002324,21.0,Male,North America,US,2025-09-23,Basic-Ads,Free Trial,TV,,0,,0,0
SUB_002469,ACC_002325,20.0,Female,Western Europe,UK,2025-06-06,Standard,Paid Search,Tablet,1.0,1,2025-12-12,0,1
SUB_002470,ACC_002326,48.0,Male,Western Europe,IT,2023-05-15,Premium,Paid Search,Mobile,3.0,0,,0,0
SUB_002471,ACC_002327,23.0,Female,Western Europe,UK,2025-06-18,Basic-Ads,Organic,TV,,1,2025-12-20,0,0
SUB_002472,ACC_002328,64.0,Non-binary,Western Europe,DE,2024-03-02,Basic-Ads,Paid Social,TV,1.0,1,2025-05-22,0,0
SUB_002473,ACC_002329,,Male,North America,US,2024-07-26,Premium,Organic,TV,2.0,1,2025-12-21,0,0
SUB_002474,ACC_002330,55.0,Female,North America,US,2026-03-23,Basic-Ads,Paid Social,Mobile,3.0,0,,0,0
SUB_002475,ACC_002331,50.0,Female,North America,US,2024-04-09,Basic-Ads,Organic,Mobile,2.0,0,,0,0
SUB_002476,ACC_002332,53.0,Male,North America,US,2024-06-06,Standard,Referral,Web,2.0,0,,1,0
SUB_002477,ACC_002333,30.0,Male,Western Europe,DE,2024-07-24,Basic-Ads,Organic,Tablet,1.0,0,,0,1
SUB_002478,ACC_002334,26.0,Male,North America,US,2026-02-04,Standard,Paid Social,Mobile,2.0,0,,0,0
SUB_002479,ACC_002335,20.0,Female,North America,US,2026-03-07,Premium,Organic,TV,2.0,0,,0,0
SUB_002480,ACC_002336,24.0,Non-binary,North America,US,2025-07-04,Basic-Ads,Referral,Mobile,4.0,0,,0,0
SUB_002481,ACC_002337,18.0,Male,Western Europe,UK,2024-06-18,Basic-Ads,Paid Search,Mobile,2.0,0,,0,0
SUB_002482,ACC_002338,35.0,Female,North America,US,2023-08-15,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_002483,ACC_002339,68.0,Female,North America,US,2024-08-25,Basic-Ads,Paid Search,TV,6.0,0,,0,0
SUB_002484,ACC_002340,29.0,Non-binary,Western Europe,NL,2023-09-29,Standard,Paid Social,Mobile,4.0,1,2026-02-12,1,0
SUB_002485,ACC_002341,43.0,Female,North America,US,2025-08-24,Standard,Paid Social,Tablet,1.0,0,,1,0
SUB_002486,ACC_002342,43.0,Undisclosed,Western Europe,DE,2025-09-14,Standard,Bundle,Web,,1,2026-03-08,0,1
SUB_002487,ACC_002343,69.0,Female,North America,US,2025-05-13,Basic-Ads,Referral,TV,2.0,1,2025-10-21,1,0
SUB_002488,ACC_002344,31.0,Female,Western Europe,UK,2026-01-08,Basic-Ads,Free Trial,Tablet,2.0,1,2026-03-30,0,0
SUB_002489,ACC_002345,41.0,Male,Western Europe,IT,2024-09-01,Basic-Ads,Paid Social,Mobile,1.0,0,,0,0
SUB_002490,ACC_002346,33.0,,North America,US,2024-10-22,Standard,Paid Social,TV,1.0,0,,0,0
SUB_002491,ACC_002347,52.0,Undisclosed,North America,US,2022-05-02,Standard,Organic,TV,2.0,0,,0,0
SUB_002492,ACC_002348,35.0,Male,North America,CA,2024-01-08,Basic-Ads,Paid Search,Mobile,1.0,0,,0,0
SUB_002493,ACC_002349,54.0,Female,North America,CA,2025-12-26,Basic-Ads,Organic,TV,4.0,0,,0,0
SUB_002494,ACC_002350,63.0,Male,North America,US,2026-03-04,Basic-Ads,Free Trial,TV,4.0,0,,1,0
SUB_002495,ACC_002351,37.0,Female,North America,CA,2024-01-11,Standard,Free Trial,TV,,1,2025-06-26,0,0
SUB_002496,ACC_002352,57.0,,Western Europe,UK,2025-06-18,Basic-Ads,Bundle,TV,1.0,0,,1,0
SUB_002497,ACC_002353,63.0,Female,Western Europe,DE,2025-08-27,Standard,Bundle,TV,2.0,1,2025-12-20,1,0
SUB_002498,ACC_002353,51.0,Male,North America,US,2022-10-28,Basic-Ads,Organic,TV,,0,,0,0
SUB_002499,ACC_002354,66.0,Female,Western Europe,DE,2025-01-12,Standard,Bundle,Mobile,1.0,0,,1,0
SUB_002500,ACC_002355,26.0,Undisclosed,Western Europe,ES,2025-11-25,Basic-Ads,Paid Search,Mobile,2.0,0,,0,0
SUB_002501,ACC_002355,24.0,Female,North America,US,2022-05-15,Standard,Free Trial,TV,,1,2025-08-25,0,0
SUB_002502,ACC_002356,34.0,Female,North America,US,2024-11-01,Standard,Free Trial,TV,2.0,1,2025-06-25,0,0
SUB_002503,ACC_002357,18.0,Male,North America,US,2025-02-18,Basic-Ads,Referral,TV,1.0,0,,0,0
SUB_002504,ACC_002358,58.0,Male,North America,US,2024-10-08,Basic-Ads,Organic,Tablet,5.0,1,2025-08-21,0,0
SUB_002505,ACC_002359,51.0,Male,North America,US,2026-02-10,Basic-Ads,Organic,Web,4.0,0,,0,0
SUB_002506,ACC_002360,44.0,,North America,US,2024-09-16,Standard,Paid Social,TV,4.0,1,2025-06-22,0,0
SUB_002507,ACC_002360,22.0,Female,Western Europe,UK,2023-10-05,Standard,Organic,TV,1.0,0,,0,0
SUB_002508,ACC_002361,28.0,Male,Western Europe,FR,2024-11-07,Basic-Ads,Paid Search,Web,1.0,0,,0,0
SUB_002509,ACC_002362,37.0,Male,Western Europe,NL,2022-07-02,Standard,Organic,Mobile,1.0,0,,0,0
SUB_002510,ACC_002363,64.0,Undisclosed,Western Europe,IT,2024-08-28,Standard,Free Trial,Web,2.0,1,2026-01-24,0,0
SUB_002511,ACC_002364,25.0,Male,North America,US,2026-02-27,Basic-Ads,Paid Search,TV,1.0,0,,0,0
SUB_002512,ACC_002365,53.0,Male,North America,US,2025-07-27,Basic-Ads,Paid Search,Mobile,2.0,1,2025-10-31,0,1
SUB_002513,ACC_002366,57.0,Male,North America,US,2025-06-01,Basic-Ads,Paid Search,TV,5.0,0,,0,0
SUB_002514,ACC_002367,,Undisclosed,Western Europe,NL,2025-12-08,Standard,Organic,TV,1.0,0,,0,0
SUB_002515,ACC_002368,48.0,Female,North America,US,2024-04-29,Basic-Ads,Organic,Mobile,1.0,0,,0,0
SUB_002516,ACC_002369,27.0,Undisclosed,North America,US,2023-12-24,Premium,Paid Social,TV,4.0,0,,0,0
SUB_002517,ACC_002370,,Female,Western Europe,FR,2025-02-02,Basic-Ads,Paid Social,Web,2.0,1,2025-12-02,0,0
SUB_002518,ACC_002371,42.0,Female,Western Europe,IT,2026-03-07,Basic-Ads,Paid Social,Mobile,1.0,1,2026-03-26,1,1
SUB_002519,ACC_002372,44.0,Female,North America,US,2025-12-10,Standard,Free Trial,Tablet,2.0,0,,0,0
SUB_002520,ACC_002373,33.0,Female,North America,CA,2024-11-09,Basic-Ads,Bundle,Mobile,1.0,0,,0,0
SUB_002521,ACC_002374,54.0,Male,North America,US,2024-06-16,Basic-Ads,Paid Social,TV,4.0,1,2025-05-22,0,0
SUB_002522,ACC_002375,52.0,Female,North America,US,2023-03-08,Basic-Ads,Free Trial,Web,5.0,1,2025-11-20,0,0
SUB_002523,ACC_002376,36.0,Female,North America,CA,2023-12-22,Basic-Ads,Free Trial,Mobile,1.0,1,2025-09-17,0,1
SUB_002524,ACC_002377,49.0,Female,North America,US,2024-12-28,Standard,Organic,Mobile,2.0,0,,0,0
SUB_002525,ACC_002378,35.0,Female,North America,US,2025-01-06,Basic-Ads,Bundle,TV,2.0,1,2026-02-05,1,0
SUB_002526,ACC_002379,29.0,Female,North America,US,2025-05-31,Standard,Paid Social,Mobile,2.0,1,2026-03-29,0,0
SUB_002527,ACC_002379,57.0,Female,North America,US,2023-08-18,Standard,Free Trial,TV,5.0,1,2026-01-31,0,0
SUB_002528,ACC_002380,23.0,Undisclosed,North America,CA,2026-03-01,Standard,Organic,TV,,0,,0,0
SUB_002529,ACC_002381,40.0,Male,Western Europe,DE,2024-10-14,Basic-Ads,Paid Search,TV,1.0,0,,0,0
SUB_002530,ACC_002382,59.0,Female,North America,US,2025-04-04,Premium,Paid Social,Mobile,2.0,1,2025-06-08,0,0
SUB_002531,ACC_002383,28.0,Male,North America,US,2024-04-18,Standard,Paid Social,Mobile,4.0,1,2025-11-27,0,1
SUB_002532,ACC_002384,38.0,Male,North America,US,2022-07-28,Basic-Ads,Organic,TV,1.0,0,,0,0
SUB_002533,ACC_002385,35.0,Undisclosed,North America,CA,2025-03-10,Premium,Paid Search,TV,3.0,0,,0,0
SUB_002534,ACC_002386,18.0,Male,Western Europe,FR,2025-10-28,Basic-Ads,Organic,Mobile,3.0,0,,1,0
SUB_002535,ACC_002387,40.0,Male,North America,US,2025-02-07,Basic-Ads,Free Trial,TV,2.0,1,2025-10-06,0,0
SUB_002536,ACC_002388,28.0,Female,Western Europe,UK,2026-01-04,Basic-Ads,Paid Search,Mobile,2.0,0,,0,1
SUB_002537,ACC_002389,35.0,Female,Western Europe,FR,2025-09-05,Basic-Ads,Referral,TV,4.0,0,,0,0
SUB_002538,ACC_002390,58.0,Female,North America,US,2025-08-08,Basic-Ads,Free Trial,Mobile,2.0,1,2025-11-25,0,0
SUB_002539,ACC_002391,54.0,Male,Western Europe,FR,2026-01-09,Basic-Ads,Free Trial,Mobile,3.0,0,,0,0
SUB_002540,ACC_002392,19.0,Undisclosed,North America,US,2023-01-02,Basic-Ads,Paid Social,TV,1.0,1,2025-08-15,0,0
SUB_002541,ACC_002393,40.0,Undisclosed,North America,US,2026-01-30,Basic-Ads,Organic,Web,2.0,1,2026-02-26,0,0
SUB_002542,ACC_002393,30.0,Male,North America,US,2024-09-03,Basic-Ads,Organic,Web,5.0,0,,0,0
SUB_002543,ACC_002394,19.0,Male,North America,US,2024-11-17,Basic-Ads,Paid Search,TV,,0,,0,0
SUB_002544,ACC_002395,27.0,Undisclosed,North America,US,2026-01-15,Premium,Paid Search,Web,4.0,0,,0,0
SUB_002545,ACC_002396,65.0,Male,North America,US,2025-02-27,Basic-Ads,Organic,TV,5.0,1,2025-10-08,0,0
SUB_002546,ACC_002397,63.0,Female,Western Europe,DE,2023-12-11,Standard,Paid Social,TV,2.0,1,2025-10-17,0,0
SUB_002547,ACC_002398,45.0,Male,North America,US,2026-01-02,Basic-Ads,Paid Social,,,0,,0,0
SUB_002548,ACC_002399,53.0,Male,Western Europe,UK,2023-02-26,Standard,Paid Search,Mobile,1.0,0,,0,0
SUB_002549,ACC_002400,32.0,Female,North America,CA,2024-04-10,Standard,Free Trial,TV,1.0,1,2025-12-21,0,0
SUB_002550,ACC_002401,25.0,Female,Western Europe,UK,2025-09-09,Standard,Paid Search,Mobile,2.0,0,,0,0
SUB_002551,ACC_002402,32.0,Male,Western Europe,IT,2026-03-10,Basic-Ads,Free Trial,TV,1.0,0,,0,0
SUB_002552,ACC_002403,56.0,Female,Western Europe,DE,2025-04-19,Basic-Ads,Free Trial,Mobile,2.0,1,2025-12-27,1,0
SUB_002553,ACC_002404,37.0,Female,Western Europe,UK,2024-04-08,Standard,Free Trial,TV,3.0,0,,1,0
SUB_002554,ACC_002405,59.0,Male,North America,US,2023-07-01,Standard,Paid Social,TV,4.0,0,,0,0
SUB_002555,ACC_002406,29.0,Female,Western Europe,UK,2025-07-29,Premium,Paid Search,TV,3.0,0,,0,0
SUB_002556,ACC_002407,52.0,Male,North America,US,2025-07-20,Basic-Ads,Free Trial,TV,2.0,0,,0,0
SUB_002557,ACC_002408,61.0,Female,Western Europe,UK,2025-01-30,Basic-Ads,Paid Social,Mobile,,0,,0,0
SUB_002558,ACC_002409,38.0,Female,North America,US,2024-01-20,Basic-Ads,Referral,Tablet,4.0,0,,0,1
SUB_002559,ACC_002410,68.0,Female,North America,US,2022-05-21,Premium,Organic,Tablet,5.0,0,,0,0
SUB_002560,ACC_002410,35.0,,North America,US,2025-01-07,Standard,Free Trial,Mobile,4.0,0,,0,0
SUB_002561,ACC_002410,,Female,North America,US,2023-10-19,Standard,Paid Search,TV,1.0,0,,0,0
SUB_002562,ACC_002411,49.0,Female,North America,US,2022-08-28,Standard,Paid Search,TV,1.0,1,2025-09-26,1,0
SUB_002563,ACC_002412,42.0,Male,North America,US,2026-01-31,Premium,Organic,TV,3.0,0,,0,0
SUB_002564,ACC_002413,21.0,Female,Western Europe,UK,2024-03-13,Standard,Paid Search,Tablet,1.0,1,2025-05-02,0,0
SUB_002565,ACC_002414,23.0,Male,North America,US,2024-06-20,Standard,Paid Search,TV,3.0,0,,0,0
SUB_002566,ACC_002415,27.0,Male,Western Europe,FR,2024-06-29,Premium,Bundle,Web,4.0,0,,0,0
SUB_002567,ACC_002416,22.0,,Western Europe,DE,2026-02-21,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_002568,ACC_002417,34.0,Female,North America,US,2025-05-11,Basic-Ads,Organic,TV,2.0,0,,1,0
SUB_002569,ACC_002418,39.0,Male,Western Europe,FR,2025-10-12,Standard,Referral,TV,3.0,0,,0,0
SUB_002570,ACC_002419,44.0,Male,Western Europe,UK,2024-09-18,Standard,Free Trial,Mobile,5.0,1,2025-12-27,1,0
SUB_002571,ACC_002420,25.0,Female,North America,US,2025-06-20,Basic-Ads,Organic,TV,,0,,0,0
SUB_002572,ACC_002421,47.0,Female,Western Europe,UK,2023-05-09,Basic-Ads,Organic,TV,2.0,0,,0,0
SUB_002573,ACC_002422,47.0,Female,North America,US,2023-05-25,Basic-Ads,Bundle,TV,2.0,0,,0,0
SUB_002574,ACC_002423,36.0,Female,North America,US,2025-06-11,Basic-Ads,Paid Search,TV,1.0,1,2025-09-14,1,0
SUB_002575,ACC_002424,45.0,Male,North America,US,2024-12-05,Basic-Ads,Paid Social,TV,1.0,1,2025-06-23,0,0
SUB_002576,ACC_002425,47.0,Female,North America,US,2023-04-24,Standard,Paid Social,TV,,1,2025-08-09,0,0
SUB_002577,ACC_002426,45.0,Female,North America,US,2025-07-28,Standard,Free Trial,TV,2.0,0,,0,0
SUB_002578,ACC_002427,63.0,,North America,CA,2024-02-11,Premium,Free Trial,Web,3.0,0,,0,0
SUB_002579,ACC_002428,23.0,,Western Europe,IT,2024-03-19,Basic-Ads,Organic,TV,1.0,1,2026-01-04,0,0
SUB_002580,ACC_002429,37.0,Male,North America,US,2024-05-13,Standard,Paid Social,Mobile,1.0,1,2025-10-14,1,1
SUB_002581,ACC_002430,28.0,Female,North America,US,2025-03-10,Basic-Ads,Bundle,TV,,0,,0,0
SUB_002582,ACC_002431,61.0,Male,North America,US,2026-01-05,Basic-Ads,Free Trial,TV,2.0,1,2026-01-21,1,0
SUB_002583,ACC_002431,50.0,Male,North America,US,2022-10-12,Basic-Ads,Paid Search,TV,5.0,1,2025-04-04,0,0
SUB_002584,ACC_002432,30.0,Male,North America,US,2022-09-01,Standard,Paid Social,Mobile,,0,,0,0
SUB_002585,ACC_002433,,,Western Europe,DE,2026-03-01,Standard,Free Trial,TV,3.0,0,,1,0
SUB_002586,ACC_002434,61.0,Male,Western Europe,ES,2025-12-29,Standard,Paid Search,Web,,0,,0,0
SUB_002587,ACC_002435,32.0,Female,North America,US,2024-11-05,Premium,Paid Search,TV,1.0,1,2025-07-19,0,0
SUB_002588,ACC_002436,65.0,Male,North America,US,2024-10-11,Premium,Free Trial,TV,,0,,0,0
SUB_002589,ACC_002437,36.0,Female,North America,US,2024-09-29,Standard,Free Trial,TV,1.0,0,,1,0
SUB_002590,ACC_002438,33.0,Female,North America,US,2024-06-18,Basic-Ads,Referral,TV,4.0,0,,1,0
SUB_002591,ACC_002439,28.0,,Western Europe,FR,2025-09-30,Standard,Paid Search,TV,3.0,0,,0,0
SUB_002592,ACC_002440,26.0,Male,Western Europe,UK,2025-05-10,Basic-Ads,Free Trial,Tablet,2.0,1,2026-02-23,1,0
SUB_002593,ACC_002441,,Male,North America,US,2024-10-25,Premium,Paid Social,TV,1.0,0,,0,0
SUB_002594,ACC_002442,65.0,Female,North America,US,2024-04-02,Standard,Paid Social,TV,3.0,1,2025-05-27,1,0
SUB_002595,ACC_002443,32.0,Female,North America,US,2025-05-21,Basic-Ads,Free Trial,Mobile,,0,,0,0
SUB_002596,ACC_002444,50.0,Male,North America,US,2026-03-13,Premium,Paid Search,TV,5.0,0,,0,0
SUB_002597,ACC_002444,25.0,Female,North America,US,2024-07-05,Basic-Ads,Organic,TV,1.0,0,,0,0
SUB_002598,ACC_002445,21.0,Undisclosed,North America,US,2025-03-22,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_002599,ACC_002446,61.0,Female,Western Europe,DE,2026-02-08,Premium,Paid Search,TV,2.0,0,,0,0
SUB_002600,ACC_002447,25.0,,North America,US,2024-08-16,Basic-Ads,Bundle,TV,5.0,0,,0,0
SUB_002601,ACC_002448,41.0,Male,North America,US,2025-05-13,Basic-Ads,Paid Search,TV,6.0,1,2026-03-19,0,0
SUB_002602,ACC_002448,33.0,Female,Western Europe,IT,2025-12-19,Standard,Free Trial,TV,2.0,0,,0,0
SUB_002603,ACC_002449,24.0,Female,North America,CA,2023-07-14,Standard,Free Trial,Mobile,3.0,0,,0,0
SUB_002604,ACC_002450,39.0,Male,North America,US,2025-05-04,Basic-Ads,Paid Search,Tablet,1.0,1,2025-06-18,0,0
SUB_002605,ACC_002451,32.0,Male,North America,US,2025-11-20,Basic-Ads,Paid Social,Web,3.0,0,,1,0
SUB_002606,ACC_002452,24.0,Male,North America,US,2023-10-28,Premium,Paid Social,Mobile,,0,,0,0
SUB_002607,ACC_002453,44.0,Female,North America,US,2026-01-23,Standard,Paid Social,TV,3.0,0,,0,0
SUB_002608,ACC_002454,18.0,Male,North America,US,2022-07-04,Standard,Organic,TV,2.0,0,,0,0
SUB_002609,ACC_002455,68.0,,North America,CA,2024-06-09,Standard,Paid Search,TV,,1,2025-12-29,0,0
SUB_002610,ACC_002456,27.0,Female,North America,CA,2025-07-11,Basic-Ads,Paid Search,TV,,1,2025-08-11,1,0
SUB_002611,ACC_002457,23.0,Female,North America,US,2023-10-19,Standard,Free Trial,TV,3.0,1,2026-01-19,0,0
SUB_002612,ACC_002458,20.0,Female,North America,US,2024-09-01,Standard,Paid Search,Tablet,3.0,1,2025-09-10,0,0
SUB_002613,ACC_002459,52.0,Undisclosed,North America,US,2024-12-11,Basic-Ads,Free Trial,TV,4.0,1,2025-09-12,0,1
SUB_002614,ACC_002460,33.0,Female,Western Europe,UK,2022-12-21,Standard,Paid Search,TV,4.0,0,,0,0
SUB_002615,ACC_002461,22.0,Male,North America,US,2025-11-21,Standard,Paid Social,Mobile,3.0,0,,0,0
SUB_002616,ACC_002462,48.0,Female,Western Europe,FR,2026-01-31,Standard,Paid Search,Web,1.0,0,,0,0
SUB_002617,ACC_002463,36.0,Female,Western Europe,DE,2025-01-27,Basic-Ads,Paid Social,TV,3.0,1,2026-02-22,0,0
SUB_002618,ACC_002464,28.0,Male,Western Europe,FR,2023-11-24,Standard,Paid Search,TV,2.0,0,,1,0
SUB_002619,ACC_002465,31.0,Female,North America,CA,2025-01-05,Basic-Ads,Organic,TV,3.0,1,2025-10-01,0,0
SUB_002620,ACC_002466,20.0,Female,Western Europe,UK,2024-04-28,Basic-Ads,Paid Social,TV,2.0,1,2025-07-17,0,0
SUB_002621,ACC_002467,28.0,Male,North America,US,2025-07-11,Basic-Ads,Paid Social,Mobile,2.0,0,,0,0
SUB_002622,ACC_002468,40.0,Male,North America,CA,2023-04-25,Standard,Organic,Web,,0,,0,0
SUB_002623,ACC_002469,35.0,Male,North America,US,2025-06-21,Standard,Organic,Tablet,2.0,0,,0,0
SUB_002624,ACC_002470,27.0,Male,North America,US,2024-09-28,Basic-Ads,Paid Social,TV,1.0,0,,0,0
SUB_002625,ACC_002471,30.0,Male,North America,US,2026-03-16,Basic-Ads,Paid Search,TV,2.0,0,,0,0
SUB_002626,ACC_002472,56.0,Female,North America,US,2025-04-02,Basic-Ads,Paid Social,Tablet,4.0,1,2026-02-08,0,0
SUB_002627,ACC_002473,36.0,Female,North America,US,2025-12-24,Basic-Ads,Free Trial,Tablet,4.0,0,,1,0
SUB_002628,ACC_002474,33.0,Male,North America,US,2024-04-07,Basic-Ads,Organic,TV,1.0,0,,0,0
SUB_002629,ACC_002475,28.0,Female,North America,US,2024-02-15,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_002630,ACC_002475,35.0,Female,North America,US,2025-09-11,Standard,Referral,,1.0,1,2026-03-29,0,0
SUB_002631,ACC_002476,47.0,Undisclosed,Western Europe,ES,2026-03-07,Basic-Ads,Organic,TV,3.0,1,2026-03-29,0,0
SUB_002632,ACC_002477,20.0,Male,North America,US,2026-01-14,Basic-Ads,Paid Social,TV,1.0,1,2026-03-09,1,0
SUB_002633,ACC_002477,31.0,Male,North America,US,2025-08-22,Standard,Paid Social,TV,2.0,0,,0,0
SUB_002634,ACC_002478,53.0,Female,Western Europe,ES,2025-01-01,Basic-Ads,Organic,Tablet,5.0,0,,1,0
SUB_002635,ACC_002479,33.0,Male,Western Europe,UK,2025-06-28,Standard,Organic,Tablet,2.0,1,2025-12-06,1,0
SUB_002636,ACC_002480,28.0,Male,North America,US,2025-10-06,Basic-Ads,Bundle,TV,1.0,1,2025-11-05,0,0
SUB_002637,ACC_002481,34.0,Female,North America,US,2025-11-11,Basic-Ads,Organic,Mobile,5.0,0,,0,0
SUB_002638,ACC_002482,21.0,Male,Western Europe,DE,2025-10-09,Premium,Organic,Mobile,2.0,0,,0,0
SUB_002639,ACC_002483,52.0,Male,Western Europe,FR,2023-09-28,Standard,Organic,TV,1.0,0,,0,0
SUB_002640,ACC_002484,,Female,North America,US,2023-08-16,Premium,Referral,Mobile,3.0,0,,1,0
SUB_002641,ACC_002485,48.0,Female,North America,US,2026-02-09,Standard,Free Trial,TV,4.0,0,,0,0
SUB_002642,ACC_002486,66.0,Female,North America,US,2024-05-05,Standard,Paid Social,TV,1.0,1,2025-09-13,0,0
SUB_002643,ACC_002487,32.0,Male,North America,CA,2022-12-26,Standard,Paid Social,TV,3.0,1,2026-02-24,1,0
SUB_002644,ACC_002488,68.0,Male,North America,US,2025-06-05,Premium,Paid Search,Tablet,1.0,0,,0,0
SUB_002645,ACC_002489,44.0,Female,North America,US,2022-08-25,Standard,Paid Search,Mobile,1.0,0,,0,0
SUB_002646,ACC_002489,56.0,Female,North America,US,2026-03-07,Basic-Ads,Paid Search,TV,1.0,1,2026-03-30,0,1
SUB_002647,ACC_002490,45.0,Male,Western Europe,IT,2024-08-11,Standard,Organic,Mobile,5.0,0,,0,0
SUB_002648,ACC_002491,32.0,Male,North America,US,2023-05-29,Basic-Ads,Free Trial,TV,3.0,1,2025-11-18,1,0
SUB_002649,ACC_002492,38.0,Male,North America,US,2023-07-28,Basic-Ads,Paid Social,TV,2.0,0,,0,0
SUB_002650,ACC_002493,50.0,,North America,US,2022-09-06,Standard,Paid Social,Tablet,1.0,1,2026-03-15,1,0
SUB_002651,ACC_002494,18.0,Male,Western Europe,ES,2025-08-27,Basic-Ads,Paid Social,Mobile,6.0,1,2025-12-30,0,0
SUB_002652,ACC_002495,40.0,Female,Western Europe,UK,2025-11-01,Basic-Ads,Referral,TV,2.0,0,,0,0
SUB_002653,ACC_002496,49.0,,North America,US,2026-02-28,Premium,Paid Social,Web,4.0,0,,0,0
SUB_002654,ACC_002497,51.0,Female,North America,CA,2026-03-27,Standard,Organic,TV,1.0,0,,1,0
SUB_002655,ACC_002498,68.0,Female,Western Europe,UK,2025-07-29,Basic-Ads,Paid Social,Mobile,6.0,0,,0,0
SUB_002656,ACC_002499,51.0,Undisclosed,North America,US,2024-06-22,Premium,Organic,TV,3.0,0,,0,0
SUB_002657,ACC_002500,38.0,Female,Western Europe,FR,2022-06-17,Premium,Paid Social,Mobile,2.0,1,2025-09-25,0,0
SUB_002658,ACC_002501,55.0,Female,North America,CA,2023-01-23,Standard,Bundle,TV,3.0,0,,0,0
SUB_002659,ACC_002502,22.0,Male,Western Europe,UK,2024-01-07,Basic-Ads,Referral,Mobile,1.0,0,,0,1
SUB_002660,ACC_002503,18.0,Male,North America,US,2025-01-31,Standard,Free Trial,Web,2.0,0,,0,0
SUB_002661,ACC_002504,23.0,Male,North America,US,2024-03-30,Basic-Ads,Paid Search,TV,5.0,0,,0,0
SUB_002662,ACC_002505,27.0,Male,Western Europe,FR,2026-03-17,Premium,Paid Social,TV,1.0,0,,0,0
SUB_002663,ACC_002506,41.0,Female,North America,CA,2023-03-08,Basic-Ads,Referral,Mobile,4.0,0,,0,0
