transaction_id,subscriber_id,billing_date,plan_at_billing,amount,payment_status,payment_method,retry_count,discount_applied
TXN_00015523,SUB_001953,2025-11-24,Standard,17.99,Success,Debit Card,0,0
TXN_00015524,SUB_001953,2025-12-24,Standard,17.99,Success,Debit Card,0,0
TXN_00015525,SUB_001953,2026-01-23,Standard,17.99,Success,Debit Card,0,0
TXN_00015526,SUB_001953,2026-02-22,Standard,17.99,Success,Debit Card,0,0
TXN_00015527,SUB_001953,2026-03-24,Standard,17.99,Success,Debit Card,0,0
TXN_00015528,SUB_001954,2025-11-17,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015529,SUB_001954,2025-12-17,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00015530,SUB_001954,2026-01-16,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00015531,SUB_001954,2026-02-15,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015532,SUB_001954,2026-03-17,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015533,SUB_001955,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00015534,SUB_001955,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015535,SUB_001955,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015536,SUB_001955,2025-06-29,Standard,14.39,Success,Credit Card,0,1
TXN_00015537,SUB_001955,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015538,SUB_001955,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00015539,SUB_001955,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015540,SUB_001955,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015541,SUB_001955,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015542,SUB_001955,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015543,SUB_001955,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00015544,SUB_001955,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00015545,SUB_001955,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015546,SUB_001956,2025-07-01,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015547,SUB_001956,2025-07-31,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015548,SUB_001956,2025-08-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015549,SUB_001956,2025-09-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015550,SUB_001956,2025-10-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015551,SUB_001956,2025-11-28,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015552,SUB_001956,2025-12-28,Basic-Ads,7.99,Soft-decline,Credit Card,2,0
TXN_00015553,SUB_001957,2026-01-28,Standard,14.39,Success,Credit Card,0,1
TXN_00015554,SUB_001958,2025-03-31,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015555,SUB_001958,2025-04-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015556,SUB_001958,2025-05-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015557,SUB_001958,2025-06-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015558,SUB_001958,2025-07-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015559,SUB_001958,2025-08-28,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015560,SUB_001958,2025-09-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015561,SUB_001958,2025-10-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015562,SUB_001958,2025-11-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015563,SUB_001958,2025-12-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015564,SUB_001958,2026-01-25,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015565,SUB_001958,2026-02-24,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015566,SUB_001958,2026-03-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015567,SUB_001959,2025-03-31,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015568,SUB_001959,2025-04-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015569,SUB_001959,2025-05-30,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015570,SUB_001959,2025-06-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015571,SUB_001960,2025-09-09,Basic-Ads,7.99,Success,PayPal,0,0
TXN_00015572,SUB_001960,2025-10-09,Basic-Ads,7.99,Success,PayPal,0,0
TXN_00015573,SUB_001960,2025-11-08,Basic-Ads,7.99,Success,PayPal,0,0
TXN_00015574,SUB_001960,2025-12-08,Basic-Ads,7.99,Success,PayPal,0,0
TXN_00015575,SUB_001960,2026-01-07,Basic-Ads,7.99,Success,PayPal,0,0
TXN_00015576,SUB_001960,2026-02-06,Basic-Ads,7.99,Success,PayPal,0,0
TXN_00015577,SUB_001960,2026-03-08,Basic-Ads,7.99,Success,PayPal,0,0
TXN_00015578,SUB_001961,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00015579,SUB_001961,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015580,SUB_001961,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015581,SUB_001961,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015582,SUB_001961,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015583,SUB_001961,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00015584,SUB_001961,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015585,SUB_001961,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015586,SUB_001961,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015587,SUB_001961,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015588,SUB_001961,2026-01-25,Standard,14.39,Success,Credit Card,0,1
TXN_00015589,SUB_001961,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00015590,SUB_001961,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015591,SUB_001962,2026-01-10,Standard,17.99,Success,Credit Card,0,0
TXN_00015592,SUB_001962,2026-02-09,Standard,14.39,Success,Credit Card,0,1
TXN_00015593,SUB_001962,2026-03-11,Standard,14.39,Recovered,Credit Card,1,1
TXN_00015594,SUB_001963,2026-03-22,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015595,SUB_001964,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00015596,SUB_001964,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015597,SUB_001964,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015598,SUB_001964,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015599,SUB_001964,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015600,SUB_001964,2025-08-28,Standard,14.39,Success,Credit Card,0,1
TXN_00015601,SUB_001964,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015602,SUB_001964,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015603,SUB_001964,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015604,SUB_001964,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015605,SUB_001964,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00015606,SUB_001964,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00015607,SUB_001964,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015608,SUB_001965,2025-04-17,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015609,SUB_001965,2025-05-17,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015610,SUB_001965,2025-06-16,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015611,SUB_001965,2025-07-16,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015612,SUB_001965,2025-08-15,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015613,SUB_001965,2025-09-14,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015614,SUB_001965,2025-10-14,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015615,SUB_001965,2025-11-13,Basic-Ads,6.39,Success,Bundle,0,1
TXN_00015616,SUB_001965,2025-12-13,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015617,SUB_001965,2026-01-12,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015618,SUB_001965,2026-02-11,Basic-Ads,7.99,Success,Bundle,0,0
TXN_00015619,SUB_001966,2026-02-04,Standard,17.99,Success,Google Pay,0,0
TXN_00015620,SUB_001966,2026-03-06,Standard,17.99,Success,Google Pay,0,0
TXN_00015621,SUB_001967,2025-03-31,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015622,SUB_001967,2025-04-30,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015623,SUB_001967,2025-05-30,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015624,SUB_001967,2025-06-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015625,SUB_001967,2025-07-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015626,SUB_001967,2025-08-28,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015627,SUB_001967,2025-09-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015628,SUB_001967,2025-10-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015629,SUB_001967,2025-11-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015630,SUB_001967,2025-12-26,Basic-Ads,7.99,Recovered,Debit Card,1,0
TXN_00015631,SUB_001968,2025-07-01,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015632,SUB_001968,2025-07-31,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015633,SUB_001968,2025-08-30,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00015634,SUB_001968,2025-09-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015635,SUB_001968,2025-10-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015636,SUB_001968,2025-11-28,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015637,SUB_001968,2025-12-28,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015638,SUB_001968,2026-01-27,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00015639,SUB_001968,2026-02-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015640,SUB_001969,2025-12-08,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015641,SUB_001969,2026-01-07,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015642,SUB_001969,2026-02-06,Basic-Ads,7.99,Recovered,Debit Card,2,0
TXN_00015643,SUB_001969,2026-03-08,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015644,SUB_001970,2025-03-31,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015645,SUB_001970,2025-04-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015646,SUB_001970,2025-05-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015647,SUB_001970,2025-06-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015648,SUB_001970,2025-07-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015649,SUB_001970,2025-08-28,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015650,SUB_001970,2025-09-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015651,SUB_001970,2025-10-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015652,SUB_001970,2025-11-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015653,SUB_001970,2025-12-26,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015654,SUB_001970,2026-01-25,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015655,SUB_001970,2026-02-24,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015656,SUB_001970,2026-03-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015657,SUB_001971,2026-02-14,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015658,SUB_001971,2026-03-16,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015659,SUB_001972,2025-05-03,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015660,SUB_001973,2025-09-10,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015661,SUB_001973,2025-10-10,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015662,SUB_001973,2025-11-09,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015663,SUB_001973,2025-12-09,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015664,SUB_001973,2026-01-08,Basic-Ads,7.99,Recovered,Debit Card,1,0
TXN_00015665,SUB_001973,2026-02-07,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015666,SUB_001973,2026-03-09,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015667,SUB_001974,2025-11-21,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015668,SUB_001974,2025-12-21,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015669,SUB_001974,2026-01-20,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015670,SUB_001974,2026-02-19,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015671,SUB_001974,2026-03-21,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015672,SUB_001975,2026-03-14,Basic-Ads,6.39,Success,Apple Pay,0,1
TXN_00015673,SUB_001976,2025-08-29,Standard,17.99,Success,PayPal,0,0
TXN_00015674,SUB_001976,2025-09-28,Standard,17.99,Success,PayPal,0,0
TXN_00015675,SUB_001976,2025-10-28,Standard,17.99,Success,PayPal,0,0
TXN_00015676,SUB_001976,2025-11-27,Standard,17.99,Success,PayPal,0,0
TXN_00015677,SUB_001976,2025-12-27,Standard,14.39,Success,PayPal,0,1
TXN_00015678,SUB_001976,2026-01-26,Standard,14.39,Success,PayPal,0,1
TXN_00015679,SUB_001977,2025-03-31,Standard,17.99,Success,Google Pay,0,0
TXN_00015680,SUB_001977,2025-04-30,Standard,17.99,Success,Google Pay,0,0
TXN_00015681,SUB_001977,2025-05-30,Standard,17.99,Success,Google Pay,0,0
TXN_00015682,SUB_001977,2025-06-29,Standard,17.99,Success,Google Pay,0,0
TXN_00015683,SUB_001977,2025-07-29,Standard,17.99,Success,Google Pay,0,0
TXN_00015684,SUB_001977,2025-08-28,Standard,17.99,Success,Google Pay,0,0
TXN_00015685,SUB_001977,2025-09-27,Standard,17.99,Success,Google Pay,0,0
TXN_00015686,SUB_001977,2025-10-27,Standard,14.39,Success,Google Pay,0,1
TXN_00015687,SUB_001977,2025-11-26,Standard,14.39,Success,Google Pay,0,1
TXN_00015688,SUB_001977,2025-12-26,Standard,17.99,Success,Google Pay,0,0
TXN_00015689,SUB_001977,2026-01-25,Standard,17.99,Success,Google Pay,0,0
TXN_00015690,SUB_001977,2026-02-24,Standard,17.99,Success,Google Pay,0,0
TXN_00015691,SUB_001977,2026-03-26,Standard,17.99,Success,Google Pay,0,0
TXN_00015692,SUB_001978,2025-03-31,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015693,SUB_001978,2025-04-30,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015694,SUB_001978,2025-05-30,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00015695,SUB_001978,2025-06-29,Basic-Ads,6.39,Success,Debit Card,0,1
TXN_00015696,SUB_001978,2025-07-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015697,SUB_001978,2025-08-28,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015698,SUB_001978,2025-09-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015699,SUB_001978,2025-10-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015700,SUB_001978,2025-11-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015701,SUB_001978,2025-12-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015702,SUB_001978,2026-01-25,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015703,SUB_001978,2026-02-24,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015704,SUB_001978,2026-03-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015705,SUB_001979,2025-03-31,Premium,24.99,Success,Apple Pay,0,0
TXN_00015706,SUB_001979,2025-04-30,Premium,19.99,Success,Apple Pay,0,1
TXN_00015707,SUB_001979,2025-05-30,Premium,24.99,Success,Apple Pay,0,0
TXN_00015708,SUB_001979,2025-06-29,Premium,24.99,Success,Apple Pay,0,0
TXN_00015709,SUB_001979,2025-07-29,Premium,24.99,Success,Apple Pay,0,0
TXN_00015710,SUB_001979,2025-08-28,Premium,19.99,Success,Apple Pay,0,1
TXN_00015711,SUB_001979,2025-09-27,Premium,24.99,Success,Apple Pay,0,0
TXN_00015712,SUB_001979,2025-10-27,Premium,24.99,Success,Apple Pay,0,0
TXN_00015713,SUB_001979,2025-11-26,Premium,24.99,Success,Apple Pay,0,0
TXN_00015714,SUB_001979,2025-12-26,Premium,24.99,Success,Apple Pay,0,0
TXN_00015715,SUB_001979,2026-01-25,Premium,24.99,Success,Apple Pay,0,0
TXN_00015716,SUB_001979,2026-02-24,Premium,19.99,Success,Apple Pay,0,1
TXN_00015717,SUB_001979,2026-03-26,Premium,24.99,Success,Apple Pay,0,0
TXN_00015718,SUB_001980,2025-03-31,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015719,SUB_001980,2025-04-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015720,SUB_001980,2025-05-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015721,SUB_001980,2025-06-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015722,SUB_001980,2025-07-29,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015723,SUB_001980,2025-08-28,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015724,SUB_001980,2025-09-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015725,SUB_001980,2025-10-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015726,SUB_001980,2025-11-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015727,SUB_001980,2025-12-26,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015728,SUB_001981,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00015729,SUB_001981,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015730,SUB_001981,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015731,SUB_001981,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015732,SUB_001981,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015733,SUB_001981,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00015734,SUB_001981,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015735,SUB_001981,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015736,SUB_001981,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015737,SUB_001981,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015738,SUB_001981,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00015739,SUB_001981,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00015740,SUB_001981,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015741,SUB_001982,2025-10-21,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015742,SUB_001982,2025-11-20,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015743,SUB_001982,2025-12-20,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015744,SUB_001982,2026-01-19,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015745,SUB_001982,2026-02-18,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015746,SUB_001982,2026-03-20,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015747,SUB_001983,2026-02-27,Basic-Ads,7.99,Success,Google Pay,0,0
TXN_00015748,SUB_001984,2026-01-04,Standard,17.99,Success,Credit Card,0,0
TXN_00015749,SUB_001984,2026-02-03,Standard,17.99,Success,Credit Card,0,0
TXN_00015750,SUB_001984,2026-03-05,Standard,17.99,Success,Credit Card,0,0
TXN_00015751,SUB_001985,2025-03-31,Standard,17.99,Success,Debit Card,0,0
TXN_00015752,SUB_001985,2025-04-30,Standard,17.99,Soft-decline,Debit Card,1,0
TXN_00015753,SUB_001985,2025-05-30,Standard,17.99,Success,Debit Card,0,0
TXN_00015754,SUB_001985,2025-06-29,Standard,17.99,Success,Debit Card,0,0
TXN_00015755,SUB_001985,2025-07-29,Standard,17.99,Success,Debit Card,0,0
TXN_00015756,SUB_001985,2025-08-28,Standard,17.99,Success,Debit Card,0,0
TXN_00015757,SUB_001985,2025-09-27,Standard,17.99,Success,Debit Card,0,0
TXN_00015758,SUB_001986,2025-03-31,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015759,SUB_001986,2025-04-30,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015760,SUB_001986,2025-05-30,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015761,SUB_001986,2025-06-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015762,SUB_001986,2025-07-29,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015763,SUB_001986,2025-08-28,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015764,SUB_001986,2025-09-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015765,SUB_001986,2025-10-27,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015766,SUB_001986,2025-11-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015767,SUB_001986,2025-12-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015768,SUB_001986,2026-01-25,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015769,SUB_001986,2026-02-24,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015770,SUB_001986,2026-03-26,Basic-Ads,7.99,Success,Debit Card,0,0
TXN_00015771,SUB_001987,2026-02-19,Standard,14.39,Success,Credit Card,0,1
TXN_00015772,SUB_001987,2026-03-21,Standard,17.99,Success,Credit Card,0,0
TXN_00015773,SUB_001988,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00015774,SUB_001988,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015775,SUB_001988,2025-05-30,Standard,17.99,Hard-decline,Credit Card,0,0
TXN_00015776,SUB_001988,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015777,SUB_001988,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015778,SUB_001988,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00015779,SUB_001988,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015780,SUB_001988,2025-10-27,Standard,17.99,Recovered,Credit Card,1,0
TXN_00015781,SUB_001988,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015782,SUB_001988,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015783,SUB_001988,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00015784,SUB_001988,2026-02-24,Standard,17.99,Soft-decline,Credit Card,2,0
TXN_00015785,SUB_001988,2026-03-26,Standard,17.99,Soft-decline,Credit Card,1,0
TXN_00015786,SUB_001989,2025-03-31,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015787,SUB_001989,2025-04-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015788,SUB_001989,2025-05-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015789,SUB_001989,2025-06-29,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015790,SUB_001989,2025-07-29,Basic-Ads,6.39,Success,Credit Card,0,1
TXN_00015791,SUB_001989,2025-08-28,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015792,SUB_001989,2025-09-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015793,SUB_001989,2025-10-27,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015794,SUB_001989,2025-11-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015795,SUB_001989,2025-12-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015796,SUB_001989,2026-01-25,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015797,SUB_001989,2026-02-24,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015798,SUB_001989,2026-03-26,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015799,SUB_001990,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00015800,SUB_001990,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015801,SUB_001990,2025-05-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015802,SUB_001990,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015803,SUB_001990,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015804,SUB_001990,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00015805,SUB_001990,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015806,SUB_001990,2025-10-27,Standard,14.39,Success,Credit Card,0,1
TXN_00015807,SUB_001990,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015808,SUB_001990,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015809,SUB_001990,2026-01-25,Standard,17.99,Success,Credit Card,0,0
TXN_00015810,SUB_001990,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00015811,SUB_001990,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015812,SUB_001991,2026-03-03,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015813,SUB_001992,2026-02-14,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015814,SUB_001992,2026-03-16,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015815,SUB_001993,2025-03-31,Standard,17.99,Success,Credit Card,0,0
TXN_00015816,SUB_001993,2025-04-30,Standard,17.99,Success,Credit Card,0,0
TXN_00015817,SUB_001993,2025-05-30,Standard,14.39,Success,Credit Card,0,1
TXN_00015818,SUB_001993,2025-06-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015819,SUB_001993,2025-07-29,Standard,17.99,Success,Credit Card,0,0
TXN_00015820,SUB_001993,2025-08-28,Standard,17.99,Success,Credit Card,0,0
TXN_00015821,SUB_001993,2025-09-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015822,SUB_001993,2025-10-27,Standard,17.99,Success,Credit Card,0,0
TXN_00015823,SUB_001993,2025-11-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015824,SUB_001993,2025-12-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015825,SUB_001993,2026-01-25,Standard,14.39,Success,Credit Card,0,1
TXN_00015826,SUB_001993,2026-02-24,Standard,17.99,Success,Credit Card,0,0
TXN_00015827,SUB_001993,2026-03-26,Standard,17.99,Success,Credit Card,0,0
TXN_00015828,SUB_001994,2025-09-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015829,SUB_001994,2025-10-30,Basic-Ads,7.99,Success,Credit Card,0,0
TXN_00015830,SUB_001994,2025-11-29,Basic-Ads,7.99,Success,Credit Card,0,0
