change_id,subscriber_id,change_date,from_plan,to_plan,change_type,reason_code
CHG_000869,SUB_002423,2026-03-07,Standard,(cancelled),Cancellation,NoReason
CHG_000870,SUB_002424,2026-01-12,Premium,(cancelled),Cancellation,Content
CHG_000871,SUB_002426,2026-02-20,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_000872,SUB_002427,2025-10-21,Standard,(cancelled),Cancellation,Content
CHG_000873,SUB_002431,2026-03-14,Basic-Ads,(cancelled),Cancellation,Content
CHG_000874,SUB_002432,2025-09-06,Standard,(cancelled),Cancellation,Other
CHG_000875,SUB_002433,2026-03-10,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000876,SUB_002439,2025-07-23,Standard,(cancelled),Cancellation,Cost
CHG_000877,SUB_002441,2025-10-05,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000878,SUB_002444,2026-03-17,Standard,(cancelled),Cancellation,Cost
CHG_000879,SUB_002447,2026-03-13,Standard,(cancelled),Cancellation,Cost
CHG_000880,SUB_002448,2026-03-03,Standard,(cancelled),Cancellation,Cost
CHG_000881,SUB_002449,2026-01-23,Premium,(cancelled),Cancellation,Service
CHG_000882,SUB_002451,2025-08-20,Standard,(cancelled),Cancellation,Content
CHG_000883,SUB_002452,2025-04-05,Standard,(cancelled),Cancellation,Cost
CHG_000884,SUB_002453,2025-12-12,Standard,(cancelled),Cancellation,Cost
CHG_000885,SUB_002455,2026-01-31,Standard,(cancelled),Cancellation,NoReason
CHG_000886,SUB_002457,2025-07-12,Standard,(cancelled),Cancellation,Service
CHG_000887,SUB_002458,2026-03-30,Basic-Ads,(cancelled),Cancellation,Content
CHG_000888,SUB_002460,2025-12-04,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000889,SUB_002464,2026-03-09,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_000890,SUB_002465,2025-11-22,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000891,SUB_002467,2026-01-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000892,SUB_002469,2025-12-12,Standard,(cancelled),Cancellation,Other
CHG_000893,SUB_002471,2025-12-20,Basic-Ads,(cancelled),Cancellation,Other
CHG_000894,SUB_002472,2025-05-22,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000895,SUB_002473,2025-12-21,Premium,(cancelled),Cancellation,Content
CHG_000896,SUB_002484,2026-02-12,Standard,(cancelled),Cancellation,Cost
CHG_000897,SUB_002486,2026-03-08,Standard,(cancelled),Cancellation,Content
CHG_000898,SUB_002487,2025-10-21,Basic-Ads,(cancelled),Cancellation,Content
CHG_000899,SUB_002488,2026-03-30,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000900,SUB_002495,2025-06-26,Standard,(cancelled),Cancellation,Cost
CHG_000901,SUB_002497,2025-12-20,Standard,(cancelled),Cancellation,Cost
CHG_000902,SUB_002501,2025-08-25,Standard,(cancelled),Cancellation,NoReason
CHG_000903,SUB_002502,2025-06-25,Standard,(cancelled),Cancellation,Content
CHG_000904,SUB_002504,2025-08-21,Basic-Ads,(cancelled),Cancellation,Content
CHG_000905,SUB_002506,2025-06-22,Standard,(cancelled),Cancellation,Technical
CHG_000906,SUB_002510,2026-01-24,Standard,(cancelled),Cancellation,Content
CHG_000907,SUB_002512,2025-10-31,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000908,SUB_002517,2025-12-02,Basic-Ads,(cancelled),Cancellation,Content
CHG_000909,SUB_002518,2026-03-26,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000910,SUB_002521,2025-05-22,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000911,SUB_002522,2025-11-20,Basic-Ads,(cancelled),Cancellation,Content
CHG_000912,SUB_002523,2025-09-17,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000913,SUB_002525,2026-02-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000914,SUB_002526,2026-03-29,Standard,(cancelled),Cancellation,Other
CHG_000915,SUB_002527,2026-01-31,Standard,(cancelled),Cancellation,Cost
CHG_000916,SUB_002530,2025-06-08,Premium,(cancelled),Cancellation,Service
CHG_000917,SUB_002531,2025-11-27,Standard,(cancelled),Cancellation,Cost
CHG_000918,SUB_002535,2025-10-06,Basic-Ads,(cancelled),Cancellation,Content
CHG_000919,SUB_002538,2025-11-25,Basic-Ads,(cancelled),Cancellation,Content
CHG_000920,SUB_002540,2025-08-15,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_000921,SUB_002541,2026-02-26,Basic-Ads,(cancelled),Cancellation,Content
CHG_000922,SUB_002545,2025-10-08,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000923,SUB_002546,2025-10-17,Standard,(cancelled),Cancellation,Other
CHG_000924,SUB_002549,2025-12-21,Standard,(cancelled),Cancellation,Other
CHG_000925,SUB_002552,2025-12-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000926,SUB_002562,2025-09-26,Standard,(cancelled),Cancellation,Content
CHG_000927,SUB_002564,2025-05-02,Standard,(cancelled),Cancellation,Service
CHG_000928,SUB_002570,2025-12-27,Standard,(cancelled),Cancellation,Cost
CHG_000929,SUB_002574,2025-09-14,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000930,SUB_002575,2025-06-23,Basic-Ads,(cancelled),Cancellation,Content
CHG_000931,SUB_002576,2025-08-09,Standard,(cancelled),Cancellation,NoReason
CHG_000932,SUB_002579,2026-01-04,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000933,SUB_002580,2025-10-14,Standard,(cancelled),Cancellation,Content
CHG_000934,SUB_002582,2026-01-21,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000935,SUB_002583,2025-04-04,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000936,SUB_002587,2025-07-19,Premium,(cancelled),Cancellation,Cost
CHG_000937,SUB_002592,2026-02-23,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000938,SUB_002594,2025-05-27,Standard,(cancelled),Cancellation,Content
CHG_000939,SUB_002601,2026-03-19,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_000940,SUB_002604,2025-06-18,Basic-Ads,(cancelled),Cancellation,Content
CHG_000941,SUB_002609,2025-12-29,Standard,(cancelled),Cancellation,Content
CHG_000942,SUB_002610,2025-08-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000943,SUB_002611,2026-01-19,Standard,(cancelled),Cancellation,Service
CHG_000944,SUB_002612,2025-09-10,Standard,(cancelled),Cancellation,Cost
CHG_000945,SUB_002613,2025-09-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000946,SUB_002617,2026-02-22,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000947,SUB_002619,2025-10-01,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000948,SUB_002620,2025-07-17,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000949,SUB_002626,2026-02-08,Basic-Ads,(cancelled),Cancellation,Content
CHG_000950,SUB_002630,2026-03-29,Standard,(cancelled),Cancellation,Technical
CHG_000951,SUB_002631,2026-03-29,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000952,SUB_002632,2026-03-09,Basic-Ads,(cancelled),Cancellation,Service
CHG_000953,SUB_002635,2025-12-06,Standard,(cancelled),Cancellation,Service
CHG_000954,SUB_002636,2025-11-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000955,SUB_002642,2025-09-13,Standard,(cancelled),Cancellation,Technical
CHG_000956,SUB_002643,2026-02-24,Standard,(cancelled),Cancellation,Cost
CHG_000957,SUB_002646,2026-03-30,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000958,SUB_002648,2025-11-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000959,SUB_002650,2026-03-15,Standard,(cancelled),Cancellation,Cost
CHG_000960,SUB_002651,2025-12-30,Basic-Ads,(cancelled),Cancellation,Content
CHG_000961,SUB_002657,2025-09-25,Premium,(cancelled),Cancellation,Service
CHG_000962,SUB_002666,2026-01-03,Standard,(cancelled),Cancellation,Other
CHG_000963,SUB_002669,2025-09-03,Basic-Ads,(cancelled),Cancellation,Other
CHG_000964,SUB_002671,2025-04-16,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000965,SUB_002672,2025-05-01,Premium,(cancelled),Cancellation,Cost
CHG_000966,SUB_002677,2025-07-24,Standard,(cancelled),Cancellation,Content
CHG_000967,SUB_002678,2026-03-03,Standard,(cancelled),Cancellation,NoReason
CHG_000968,SUB_002690,2026-03-30,Standard,(cancelled),Cancellation,Content
CHG_000969,SUB_002691,2026-03-04,Basic-Ads,(cancelled),Cancellation,Technical
CHG_000970,SUB_002692,2025-09-16,Premium,(cancelled),Cancellation,Technical
CHG_000971,SUB_002694,2025-04-29,Standard,(cancelled),Cancellation,Cost
CHG_000972,SUB_002695,2026-02-22,Standard,(cancelled),Cancellation,Cost
CHG_000973,SUB_002697,2025-12-27,Basic-Ads,(cancelled),Cancellation,Other
CHG_000974,SUB_002701,2025-09-28,Standard,(cancelled),Cancellation,Cost
CHG_000975,SUB_002702,2026-01-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000976,SUB_002705,2025-11-29,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000977,SUB_002707,2025-09-27,Standard,(cancelled),Cancellation,Cost
CHG_000978,SUB_002708,2026-03-04,Premium,(cancelled),Cancellation,Cost
CHG_000979,SUB_002715,2025-08-31,Basic-Ads,(cancelled),Cancellation,Other
CHG_000980,SUB_002717,2026-02-20,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000981,SUB_002719,2026-02-22,Basic-Ads,(cancelled),Cancellation,Other
CHG_000982,SUB_002722,2025-07-21,Basic-Ads,(cancelled),Cancellation,Service
CHG_000983,SUB_002729,2025-09-18,Premium,(cancelled),Cancellation,Cost
CHG_000984,SUB_002732,2026-02-04,Premium,(cancelled),Cancellation,Cost
CHG_000985,SUB_002742,2025-09-17,Standard,(cancelled),Cancellation,Content
CHG_000986,SUB_002743,2025-10-09,Basic-Ads,(cancelled),Cancellation,Content
CHG_000987,SUB_002745,2026-01-01,Standard,(cancelled),Cancellation,Service
CHG_000988,SUB_002746,2025-04-18,Premium,(cancelled),Cancellation,Cost
CHG_000989,SUB_002754,2026-03-29,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000990,SUB_002756,2026-01-21,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_000991,SUB_002757,2025-10-19,Standard,(cancelled),Cancellation,Cost
CHG_000992,SUB_002760,2026-01-25,Standard,(cancelled),Cancellation,Content
CHG_000993,SUB_002761,2025-04-07,Basic-Ads,(cancelled),Cancellation,Cost
CHG_000994,SUB_002762,2026-03-23,Standard,(cancelled),Cancellation,Cost
CHG_000995,SUB_002764,2025-07-14,Standard,(cancelled),Cancellation,Cost
CHG_000996,SUB_002766,2026-03-18,Basic-Ads,(cancelled),Cancellation,Content
CHG_000997,SUB_002767,2026-01-24,Premium,(cancelled),Cancellation,Content
CHG_000998,SUB_002768,2025-05-29,Standard,(cancelled),Cancellation,Cost
CHG_000999,SUB_002773,2026-03-18,Basic-Ads,(cancelled),Cancellation,Content
CHG_001000,SUB_002775,2025-10-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001001,SUB_002777,2026-03-28,Basic-Ads,(cancelled),Cancellation,Other
CHG_001002,SUB_002778,2025-06-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001003,SUB_002779,2026-02-10,Premium,(cancelled),Cancellation,Cost
CHG_001004,SUB_002780,2026-01-21,Standard,(cancelled),Cancellation,Content
CHG_001005,SUB_002783,2025-11-21,Standard,(cancelled),Cancellation,Content
CHG_001006,SUB_002784,2025-10-14,Basic-Ads,(cancelled),Cancellation,Content
CHG_001007,SUB_002791,2026-02-11,Basic-Ads,(cancelled),Cancellation,Other
CHG_001008,SUB_002794,2025-11-01,Standard,(cancelled),Cancellation,Cost
CHG_001009,SUB_002804,2025-07-13,Basic-Ads,(cancelled),Cancellation,Content
CHG_001010,SUB_002807,2025-05-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001011,SUB_002815,2025-04-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001012,SUB_002818,2025-12-01,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001013,SUB_002819,2025-12-02,Basic-Ads,(cancelled),Cancellation,Content
CHG_001014,SUB_002821,2025-07-28,Basic-Ads,(cancelled),Cancellation,Content
CHG_001015,SUB_002823,2025-08-04,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001016,SUB_002826,2025-10-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001017,SUB_002827,2026-01-23,Premium,(cancelled),Cancellation,Cost
CHG_001018,SUB_002830,2025-12-29,Standard,(cancelled),Cancellation,Cost
CHG_001019,SUB_002832,2025-05-24,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001020,SUB_002833,2025-11-10,Standard,(cancelled),Cancellation,Cost
CHG_001021,SUB_002834,2025-09-30,Basic-Ads,(cancelled),Cancellation,Content
CHG_001022,SUB_002838,2026-02-27,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001023,SUB_002843,2025-05-31,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001024,SUB_002845,2025-09-21,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001025,SUB_002847,2026-03-07,Standard,(cancelled),Cancellation,Technical
CHG_001026,SUB_002852,2025-10-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001027,SUB_002853,2026-01-24,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001028,SUB_002862,2025-07-09,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001029,SUB_002866,2025-09-08,Standard,(cancelled),Cancellation,Cost
CHG_001030,SUB_002874,2025-12-31,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001031,SUB_002875,2026-03-04,Standard,(cancelled),Cancellation,Service
CHG_001032,SUB_002876,2025-10-28,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001033,SUB_002878,2025-05-12,Premium,(cancelled),Cancellation,Cost
CHG_001034,SUB_002879,2026-01-15,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001035,SUB_002881,2026-01-25,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001036,SUB_002882,2025-11-19,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_001037,SUB_002883,2025-12-14,Standard,(cancelled),Cancellation,Cost
CHG_001038,SUB_002884,2026-03-03,Standard,(cancelled),Cancellation,Cost
CHG_001039,SUB_002886,2026-03-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001040,SUB_002895,2026-03-31,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001041,SUB_002897,2025-11-18,Standard,(cancelled),Cancellation,Other
CHG_001042,SUB_002898,2026-02-09,Standard,(cancelled),Cancellation,Technical
CHG_001043,SUB_002899,2025-09-14,Standard,(cancelled),Cancellation,Technical
CHG_001044,SUB_002903,2025-10-21,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001045,SUB_002907,2025-06-21,Basic-Ads,(cancelled),Cancellation,Other
CHG_001046,SUB_002909,2025-11-26,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001047,SUB_002910,2025-11-01,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001048,SUB_002911,2025-07-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001049,SUB_002912,2026-03-08,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001050,SUB_002916,2026-02-10,Premium,(cancelled),Cancellation,NoReason
CHG_001051,SUB_002917,2025-10-08,Basic-Ads,(cancelled),Cancellation,Service
CHG_001052,SUB_002921,2026-01-08,Basic-Ads,(cancelled),Cancellation,Other
CHG_001053,SUB_002922,2026-03-27,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001054,SUB_002925,2026-02-18,Standard,(cancelled),Cancellation,Service
CHG_001055,SUB_002926,2026-02-24,Standard,(cancelled),Cancellation,Cost
CHG_001056,SUB_002933,2025-08-15,Premium,(cancelled),Cancellation,Content
CHG_001057,SUB_002937,2025-12-23,Standard,(cancelled),Cancellation,Content
CHG_001058,SUB_002944,2026-01-10,Standard,(cancelled),Cancellation,Cost
CHG_001059,SUB_002946,2026-03-19,Basic-Ads,(cancelled),Cancellation,Service
CHG_001060,SUB_002947,2026-03-22,Standard,(cancelled),Cancellation,Other
CHG_001061,SUB_002949,2026-03-01,Standard,(cancelled),Cancellation,Content
CHG_001062,SUB_002951,2025-08-29,Basic-Ads,(cancelled),Cancellation,Other
CHG_001063,SUB_002952,2026-03-06,Basic-Ads,(cancelled),Cancellation,Other
CHG_001064,SUB_002953,2025-12-10,Premium,(cancelled),Cancellation,Content
CHG_001065,SUB_002956,2025-07-16,Standard,(cancelled),Cancellation,Cost
CHG_001066,SUB_002960,2025-12-13,Standard,(cancelled),Cancellation,Content
CHG_001067,SUB_002962,2025-11-24,Standard,(cancelled),Cancellation,Other
CHG_001068,SUB_002963,2025-10-25,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001069,SUB_002967,2026-03-09,Premium,(cancelled),Cancellation,Content
CHG_001070,SUB_002970,2025-11-03,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001071,SUB_002971,2025-11-21,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001072,SUB_002972,2025-04-02,Standard,(cancelled),Cancellation,Cost
CHG_001073,SUB_002978,2026-02-22,Premium,(cancelled),Cancellation,Cost
CHG_001074,SUB_002982,2025-12-27,Standard,(cancelled),Cancellation,Service
CHG_001075,SUB_002986,2025-07-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001076,SUB_002990,2025-10-21,Standard,(cancelled),Cancellation,Cost
CHG_001077,SUB_002993,2025-12-28,Standard,(cancelled),Cancellation,Cost
CHG_001078,SUB_002994,2025-07-13,Basic-Ads,(cancelled),Cancellation,Other
CHG_001079,SUB_002996,2026-02-10,Standard,(cancelled),Cancellation,Technical
CHG_001080,SUB_002999,2026-03-03,Standard,(cancelled),Cancellation,Cost
CHG_001081,SUB_003001,2025-08-29,Premium,(cancelled),Cancellation,Cost
CHG_001082,SUB_003005,2025-08-01,Standard,(cancelled),Cancellation,Service
CHG_001083,SUB_003009,2026-01-01,Basic-Ads,(cancelled),Cancellation,Content
CHG_001084,SUB_003014,2025-12-11,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001085,SUB_003019,2025-06-06,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001086,SUB_003021,2025-09-24,Standard,(cancelled),Cancellation,Service
CHG_001087,SUB_003023,2026-03-24,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001088,SUB_003025,2026-02-02,Standard,(cancelled),Cancellation,Other
CHG_001089,SUB_003026,2025-07-23,Standard,(cancelled),Cancellation,Cost
CHG_001090,SUB_003031,2025-07-17,Standard,(cancelled),Cancellation,Cost
CHG_001091,SUB_003033,2026-01-08,Standard,(cancelled),Cancellation,Cost
CHG_001092,SUB_003037,2026-03-07,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_001093,SUB_003048,2026-03-17,Basic-Ads,(cancelled),Cancellation,Content
CHG_001094,SUB_003052,2025-08-20,Basic-Ads,(cancelled),Cancellation,Content
CHG_001095,SUB_003060,2025-04-19,Standard,(cancelled),Cancellation,Other
CHG_001096,SUB_003064,2025-09-10,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001097,SUB_003066,2025-05-21,Standard,(cancelled),Cancellation,Technical
CHG_001098,SUB_003069,2025-09-06,Basic-Ads,(cancelled),Cancellation,Other
CHG_001099,SUB_003070,2025-05-15,Standard,(cancelled),Cancellation,Cost
CHG_001100,SUB_003073,2026-02-22,Basic-Ads,(cancelled),Cancellation,Content
CHG_001101,SUB_003075,2026-01-08,Standard,(cancelled),Cancellation,Service
CHG_001102,SUB_003077,2026-03-29,Standard,(cancelled),Cancellation,Service
CHG_001103,SUB_003080,2026-02-04,Basic-Ads,(cancelled),Cancellation,Content
CHG_001104,SUB_003081,2026-03-27,Basic-Ads,(cancelled),Cancellation,Content
CHG_001105,SUB_003083,2025-07-14,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001106,SUB_003086,2026-03-06,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001107,SUB_003087,2026-03-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001108,SUB_003088,2026-03-08,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001109,SUB_003090,2025-08-16,Basic-Ads,(cancelled),Cancellation,Content
CHG_001110,SUB_003091,2025-10-18,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001111,SUB_003093,2026-01-17,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001112,SUB_003098,2026-01-13,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001113,SUB_003102,2026-03-16,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001114,SUB_003106,2026-03-04,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001115,SUB_003114,2026-01-10,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001116,SUB_003115,2025-09-15,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001117,SUB_003116,2025-09-20,Standard,(cancelled),Cancellation,Cost
CHG_001118,SUB_003117,2025-11-29,Standard,(cancelled),Cancellation,Other
CHG_001119,SUB_003118,2025-06-09,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001120,SUB_003121,2025-10-15,Standard,(cancelled),Cancellation,Content
CHG_001121,SUB_003123,2025-08-28,Standard,(cancelled),Cancellation,Cost
CHG_001122,SUB_003133,2025-12-15,Basic-Ads,(cancelled),Cancellation,Service
CHG_001123,SUB_003134,2026-03-16,Basic-Ads,(cancelled),Cancellation,Service
CHG_001124,SUB_003137,2026-02-03,Basic-Ads,(cancelled),Cancellation,Service
CHG_001125,SUB_003138,2026-03-05,Premium,(cancelled),Cancellation,Cost
CHG_001126,SUB_003140,2025-10-02,Basic-Ads,(cancelled),Cancellation,Other
CHG_001127,SUB_003145,2025-04-14,Standard,(cancelled),Cancellation,Other
CHG_001128,SUB_003151,2026-02-08,Basic-Ads,(cancelled),Cancellation,Other
CHG_001129,SUB_003157,2026-02-20,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001130,SUB_003162,2026-02-28,Standard,(cancelled),Cancellation,Cost
CHG_001131,SUB_003164,2025-12-18,Basic-Ads,(cancelled),Cancellation,Other
CHG_001132,SUB_003165,2025-12-10,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001133,SUB_003166,2026-01-03,Basic-Ads,(cancelled),Cancellation,Service
CHG_001134,SUB_003167,2026-03-18,Standard,(cancelled),Cancellation,Technical
CHG_001135,SUB_003168,2026-03-22,Basic-Ads,(cancelled),Cancellation,Content
CHG_001136,SUB_003170,2025-12-06,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001137,SUB_003171,2026-01-17,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001138,SUB_003173,2026-02-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001139,SUB_003177,2026-01-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001140,SUB_003180,2025-11-24,Standard,(cancelled),Cancellation,Other
CHG_001141,SUB_003185,2026-01-26,Standard,(cancelled),Cancellation,Cost
CHG_001142,SUB_003188,2025-08-12,Basic-Ads,(cancelled),Cancellation,Content
CHG_001143,SUB_003191,2025-11-06,Basic-Ads,(cancelled),Cancellation,Other
CHG_001144,SUB_003193,2025-10-23,Basic-Ads,(cancelled),Cancellation,Service
CHG_001145,SUB_003195,2025-08-24,Basic-Ads,(cancelled),Cancellation,Content
CHG_001146,SUB_003200,2026-01-02,Basic-Ads,(cancelled),Cancellation,Other
CHG_001147,SUB_003203,2025-11-01,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001148,SUB_003213,2025-09-14,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_001149,SUB_003216,2026-03-02,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001150,SUB_003218,2025-10-08,Standard,(cancelled),Cancellation,Cost
CHG_001151,SUB_003227,2025-12-27,Basic-Ads,(cancelled),Cancellation,Content
CHG_001152,SUB_003228,2025-11-26,Premium,(cancelled),Cancellation,Content
CHG_001153,SUB_003230,2025-09-23,Basic-Ads,(cancelled),Cancellation,Service
CHG_001154,SUB_003231,2025-05-22,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001155,SUB_003238,2025-11-03,Premium,(cancelled),Cancellation,Content
CHG_001156,SUB_003240,2025-11-06,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001157,SUB_003241,2025-08-17,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001158,SUB_003242,2026-01-22,Basic-Ads,(cancelled),Cancellation,Content
CHG_001159,SUB_003244,2026-02-01,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001160,SUB_003251,2025-08-30,Standard,(cancelled),Cancellation,NoReason
CHG_001161,SUB_003256,2025-05-13,Basic-Ads,(cancelled),Cancellation,Service
CHG_001162,SUB_003260,2026-02-18,Standard,(cancelled),Cancellation,Cost
CHG_001163,SUB_003263,2025-11-03,Basic-Ads,(cancelled),Cancellation,Content
CHG_001164,SUB_003267,2026-03-25,Standard,(cancelled),Cancellation,Technical
CHG_001165,SUB_003271,2026-03-06,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001166,SUB_003272,2026-03-25,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001167,SUB_003273,2025-10-03,Basic-Ads,(cancelled),Cancellation,Service
CHG_001168,SUB_003274,2026-02-05,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001169,SUB_003275,2025-08-02,Basic-Ads,(cancelled),Cancellation,Content
CHG_001170,SUB_003280,2025-11-08,Basic-Ads,(cancelled),Cancellation,Technical
CHG_001171,SUB_003288,2025-10-03,Premium,(cancelled),Cancellation,Cost
CHG_001172,SUB_003291,2026-03-05,Standard,(cancelled),Cancellation,Content
CHG_001173,SUB_003293,2026-03-16,Basic-Ads,(cancelled),Cancellation,Other
CHG_001174,SUB_003294,2025-04-30,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001175,SUB_003295,2025-04-27,Standard,(cancelled),Cancellation,Content
CHG_001176,SUB_003300,2025-09-17,Basic-Ads,(cancelled),Cancellation,Other
CHG_001177,SUB_003301,2026-02-24,Basic-Ads,(cancelled),Cancellation,Content
CHG_001178,SUB_003304,2025-08-13,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_001179,SUB_003305,2025-11-10,Basic-Ads,(cancelled),Cancellation,Service
CHG_001180,SUB_003310,2025-09-28,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001181,SUB_003315,2025-05-25,Basic-Ads,(cancelled),Cancellation,Other
CHG_001182,SUB_003317,2025-09-29,Basic-Ads,(cancelled),Cancellation,NoReason
CHG_001183,SUB_003324,2026-02-22,Standard,(cancelled),Cancellation,Content
CHG_001184,SUB_003326,2026-03-18,Premium,(cancelled),Cancellation,Cost
CHG_001185,SUB_003329,2026-02-02,Standard,(cancelled),Cancellation,Service
CHG_001186,SUB_003331,2025-10-14,Standard,(cancelled),Cancellation,Cost
CHG_001187,SUB_003334,2026-01-22,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001188,SUB_003341,2026-02-26,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001189,SUB_003345,2025-10-07,Basic-Ads,(cancelled),Cancellation,Content
CHG_001190,SUB_003348,2026-03-07,Standard,(cancelled),Cancellation,Technical
CHG_001191,SUB_003349,2026-03-12,Basic-Ads,(cancelled),Cancellation,Cost
CHG_001192,SUB_003352,2025-09-19,Standard,(cancelled),Cancellation,Other
CHG_001193,SUB_003356,2026-02-24,Basic-Ads,(cancelled),Cancellation,Cost
