ticket_id,subscriber_id,ticket_date,issue_category,resolution_status,resolution_time_hours,csat_score,contact_channel
TKT_000634,SUB_001870,2025-04-30,Cancellation Help,Resolved,36.9,4.0,Email
TKT_000635,SUB_001879,2025-09-07,Streaming Quality,Resolved,32.1,4.0,Chat
TKT_000636,SUB_001879,2025-09-24,Cancellation Help,Customer-Closed,6.9,2.0,Chat
TKT_000637,SUB_001880,2026-03-23,Cancellation Help,Resolved,9.5,4.0,In-App
TKT_000638,SUB_001885,2026-02-05,Cancellation Help,Unresolved,7.7,,In-App
TKT_000639,SUB_001888,2026-02-22,Cancellation Help,Resolved,8.1,,Chat
TKT_000640,SUB_001888,2026-02-24,Cancellation Help,Unresolved,8.5,1.0,Chat
TKT_000641,SUB_001892,2026-03-25,Cancellation Help,Resolved,5.3,5.0,In-App
TKT_000642,SUB_001897,2026-02-01,Account Access,Customer-Closed,3.7,3.0,In-App
TKT_000643,SUB_001900,2025-06-01,Account Access,Unresolved,4.9,2.0,Email
TKT_000644,SUB_001901,2025-10-01,Account Access,Resolved,20.2,3.0,Phone
TKT_000645,SUB_001908,2025-10-02,Cancellation Help,Resolved,18.6,5.0,In-App
TKT_000646,SUB_001908,2025-09-13,Account Access,Resolved,27.4,,Chat
TKT_000647,SUB_001914,2025-05-27,Billing,Customer-Closed,4.5,,In-App
TKT_000648,SUB_001922,2025-07-27,Billing,Pending,6.0,,Chat
TKT_000649,SUB_001928,2025-11-26,Streaming Quality,Unresolved,30.9,,In-App
TKT_000650,SUB_001933,2025-12-17,Content Request,Resolved,8.5,5.0,Phone
TKT_000651,SUB_001937,2025-05-07,Billing,Pending,6.3,,Phone
TKT_000652,SUB_001940,2025-08-07,Streaming Quality,Resolved,24.1,5.0,In-App
TKT_000653,SUB_001940,2026-01-07,Streaming Quality,Resolved,12.7,5.0,In-App
TKT_000654,SUB_001940,2026-01-04,Cancellation Help,Resolved,5.6,,In-App
TKT_000655,SUB_001940,2025-09-02,Streaming Quality,Resolved,5.7,,In-App
TKT_000656,SUB_001948,2025-04-22,Cancellation Help,Resolved,22.9,5.0,Email
TKT_000657,SUB_001948,2025-09-26,Billing,Customer-Closed,8.6,,In-App
TKT_000658,SUB_001948,2025-05-19,Streaming Quality,Unresolved,6.2,1.0,In-App
TKT_000659,SUB_001948,2025-06-30,Billing,Resolved,10.4,,Email
TKT_000660,SUB_001950,2026-03-25,Billing,Resolved,14.2,,Email
TKT_000661,SUB_001955,2025-08-11,Streaming Quality,Resolved,168.0,4.0,Phone
TKT_000662,SUB_001960,2025-11-21,Content Request,Resolved,106.5,,Chat
TKT_000663,SUB_001961,2025-06-09,Billing,Pending,3.2,2.0,Phone
TKT_000664,SUB_001961,2026-01-16,Streaming Quality,Resolved,10.2,5.0,In-App
TKT_000665,SUB_001962,2026-02-04,Billing,Resolved,23.5,3.0,In-App
TKT_000666,SUB_001968,2025-10-26,Account Access,Unresolved,37.2,1.0,Email
TKT_000667,SUB_001972,2025-05-28,Content Request,Unresolved,9.8,1.0,Email
TKT_000668,SUB_001974,2026-02-17,Content Request,Unresolved,3.5,1.0,In-App
TKT_000669,SUB_001976,2025-09-10,Billing,Customer-Closed,12.7,1.0,Phone
TKT_000670,SUB_001996,2025-12-18,Streaming Quality,Resolved,8.0,4.0,Chat
TKT_000671,SUB_001998,2026-02-01,Content Request,Unresolved,7.3,2.0,In-App
TKT_000672,SUB_001998,2026-02-05,Billing,Unresolved,29.8,,Chat
TKT_000673,SUB_001998,2026-01-22,Streaming Quality,Resolved,19.6,5.0,Email
TKT_000674,SUB_001998,2026-01-25,Streaming Quality,Unresolved,11.1,,In-App
TKT_000675,SUB_001999,2025-06-28,Cancellation Help,Customer-Closed,41.4,2.0,In-App
TKT_000676,SUB_002000,2025-07-19,Content Request,Resolved,6.7,,Email
TKT_000677,SUB_002001,2025-08-09,Content Request,Resolved,23.6,,Chat
TKT_000678,SUB_002001,2025-09-17,Streaming Quality,Resolved,13.7,5.0,In-App
TKT_000679,SUB_002004,2025-12-08,Billing,Pending,5.2,,Email
TKT_000680,SUB_002005,2026-02-05,Cancellation Help,Resolved,4.3,4.0,Chat
TKT_000681,SUB_002013,2026-03-11,Account Access,Pending,60.6,1.0,Phone
TKT_000682,SUB_002013,2026-03-27,Content Request,Customer-Closed,13.9,,Chat
TKT_000683,SUB_002015,2025-06-16,Billing,Pending,9.0,,In-App
TKT_000684,SUB_002016,2026-03-10,Billing,Unresolved,18.1,1.0,Chat
TKT_000685,SUB_002016,2025-07-21,Account Access,Resolved,4.9,5.0,Email
TKT_000686,SUB_002016,2026-01-21,Account Access,Unresolved,3.4,,Chat
TKT_000687,SUB_002019,2025-11-11,Streaming Quality,Pending,4.1,2.0,Phone
TKT_000688,SUB_002024,2025-09-13,Billing,Resolved,12.8,5.0,In-App
TKT_000689,SUB_002032,2025-09-20,Streaming Quality,Resolved,33.0,5.0,Email
TKT_000690,SUB_002032,2025-08-06,Streaming Quality,Resolved,28.0,3.0,Email
TKT_000691,SUB_002032,2025-08-25,Content Request,Resolved,29.5,4.0,Email
TKT_000692,SUB_002041,2025-11-22,Streaming Quality,Unresolved,4.2,,Phone
TKT_000693,SUB_002043,2025-09-28,Account Access,Resolved,2.2,4.0,Chat
TKT_000694,SUB_002043,2025-08-22,Streaming Quality,Resolved,38.3,5.0,Chat
TKT_000695,SUB_002048,2025-08-09,Billing,Resolved,2.0,,Chat
TKT_000696,SUB_002051,2025-09-08,Streaming Quality,Customer-Closed,3.4,,Phone
TKT_000697,SUB_002055,2026-01-11,Account Access,Pending,4.5,,In-App
TKT_000698,SUB_002058,2025-08-03,Billing,Unresolved,20.4,2.0,In-App
TKT_000699,SUB_002064,2026-01-31,Account Access,Pending,14.9,2.0,Chat
TKT_000700,SUB_002064,2026-02-17,Cancellation Help,Resolved,36.9,,Chat
TKT_000701,SUB_002070,2025-10-09,Billing,Resolved,8.9,4.0,Phone
TKT_000702,SUB_002072,2025-04-11,Billing,Resolved,14.4,4.0,Phone
TKT_000703,SUB_002072,2025-05-02,Content Request,Pending,17.6,,In-App
TKT_000704,SUB_002079,2025-05-11,Streaming Quality,Unresolved,10.0,,In-App
TKT_000705,SUB_002079,2025-06-14,Billing,Pending,8.1,3.0,Email
TKT_000706,SUB_002079,2025-05-14,Account Access,Resolved,76.7,4.0,In-App
TKT_000707,SUB_002080,2026-03-30,Streaming Quality,Resolved,6.5,4.0,Chat
TKT_000708,SUB_002089,2026-02-23,Billing,Unresolved,24.1,2.0,Chat
TKT_000709,SUB_002090,2025-06-25,Content Request,Resolved,22.9,,Phone
TKT_000710,SUB_002096,2025-04-22,Billing,Resolved,6.1,5.0,Chat
TKT_000711,SUB_002098,2025-09-25,Billing,Resolved,6.2,,Email
TKT_000712,SUB_002103,2025-08-19,Cancellation Help,Resolved,3.1,3.0,Email
TKT_000713,SUB_002103,2025-05-29,Billing,Resolved,1.8,,In-App
TKT_000714,SUB_002107,2025-05-11,Account Access,Resolved,56.6,,In-App
TKT_000715,SUB_002109,2026-03-10,Account Access,Unresolved,2.5,1.0,Chat
TKT_000716,SUB_002109,2026-03-10,Account Access,Resolved,19.2,4.0,In-App
TKT_000717,SUB_002114,2026-02-05,Cancellation Help,Unresolved,3.7,2.0,Email
TKT_000718,SUB_002116,2025-06-13,Streaming Quality,Resolved,7.5,4.0,Chat
TKT_000719,SUB_002133,2025-12-25,Account Access,Resolved,2.6,,In-App
TKT_000720,SUB_002143,2025-06-15,Account Access,Unresolved,7.3,,Chat
TKT_000721,SUB_002143,2025-05-11,Account Access,Resolved,5.6,5.0,Phone
TKT_000722,SUB_002150,2025-04-20,Content Request,Resolved,11.1,5.0,Chat
TKT_000723,SUB_002154,2026-03-29,Streaming Quality,Resolved,41.4,5.0,Chat
TKT_000724,SUB_002171,2025-10-24,Streaming Quality,Pending,2.7,3.0,Email
TKT_000725,SUB_002176,2026-01-08,Cancellation Help,Resolved,18.5,5.0,Email
TKT_000726,SUB_002176,2025-10-24,Account Access,Resolved,11.8,,In-App
TKT_000727,SUB_002179,2025-11-10,Streaming Quality,Unresolved,28.7,,Chat
TKT_000728,SUB_002180,2025-04-12,Streaming Quality,Resolved,21.3,5.0,Chat
TKT_000729,SUB_002183,2025-06-13,Streaming Quality,Resolved,20.2,,In-App
TKT_000730,SUB_002184,2025-05-10,Streaming Quality,Resolved,5.2,5.0,Phone
TKT_000731,SUB_002186,2025-12-16,Content Request,Resolved,13.1,5.0,Chat
TKT_000732,SUB_002212,2025-11-07,Billing,Resolved,19.9,5.0,In-App
TKT_000733,SUB_002212,2025-11-25,Content Request,Resolved,9.2,5.0,Email
TKT_000734,SUB_002213,2025-05-02,Account Access,Resolved,8.6,5.0,In-App
TKT_000735,SUB_002215,2025-07-30,Streaming Quality,Unresolved,2.2,,In-App
TKT_000736,SUB_002231,2025-04-06,Streaming Quality,Resolved,15.0,,Phone
TKT_000737,SUB_002235,2026-02-24,Cancellation Help,Resolved,11.7,5.0,Chat
TKT_000738,SUB_002237,2025-12-28,Streaming Quality,Resolved,2.8,3.0,Chat
TKT_000739,SUB_002239,2025-12-04,Cancellation Help,Resolved,20.5,4.0,Phone
TKT_000740,SUB_002243,2025-04-30,Content Request,Resolved,4.8,4.0,In-App
TKT_000741,SUB_002244,2025-08-18,Billing,Customer-Closed,3.9,,Email
TKT_000742,SUB_002252,2026-02-04,Streaming Quality,Resolved,7.8,3.0,In-App
TKT_000743,SUB_002253,2025-07-27,Billing,Resolved,3.1,5.0,Email
TKT_000744,SUB_002256,2025-09-12,Cancellation Help,Pending,5.5,3.0,Email
TKT_000745,SUB_002257,2026-01-01,Account Access,Resolved,9.5,3.0,In-App
TKT_000746,SUB_002258,2025-04-18,Billing,Resolved,16.1,,Phone
TKT_000747,SUB_002258,2025-06-05,Streaming Quality,Unresolved,3.3,1.0,In-App
TKT_000748,SUB_002270,2025-09-15,Streaming Quality,Pending,54.1,1.0,Email
TKT_000749,SUB_002274,2025-10-28,Billing,Resolved,17.7,4.0,Chat
TKT_000750,SUB_002287,2025-04-14,Streaming Quality,Resolved,25.9,4.0,In-App
TKT_000751,SUB_002287,2025-05-25,Streaming Quality,Unresolved,6.1,1.0,Chat
TKT_000752,SUB_002288,2026-03-16,Billing,Resolved,13.0,,Phone
TKT_000753,SUB_002291,2025-09-13,Content Request,Resolved,11.8,5.0,Chat
TKT_000754,SUB_002297,2025-04-19,Content Request,Unresolved,8.7,3.0,Email
TKT_000755,SUB_002301,2026-02-01,Streaming Quality,Resolved,4.8,5.0,Phone
TKT_000756,SUB_002304,2026-01-02,Cancellation Help,Resolved,2.8,4.0,In-App
TKT_000757,SUB_002304,2025-05-30,Cancellation Help,Unresolved,9.8,1.0,Email
TKT_000758,SUB_002304,2025-09-26,Billing,Resolved,7.3,,Phone
TKT_000759,SUB_002305,2025-09-18,Billing,Unresolved,43.4,1.0,Phone
TKT_000760,SUB_002308,2025-12-20,Cancellation Help,Resolved,2.0,,In-App
TKT_000761,SUB_002318,2025-05-11,Account Access,Resolved,17.7,4.0,Chat
TKT_000762,SUB_002318,2025-04-24,Content Request,Unresolved,103.8,1.0,Email
TKT_000763,SUB_002323,2025-04-19,Billing,Unresolved,16.5,,Phone
TKT_000764,SUB_002332,2025-10-19,Content Request,Resolved,11.2,4.0,In-App
TKT_000765,SUB_002332,2025-12-27,Content Request,Resolved,8.0,4.0,Chat
TKT_000766,SUB_002332,2026-03-05,Content Request,Resolved,15.7,5.0,Email
TKT_000767,SUB_002336,2025-10-31,Cancellation Help,Resolved,10.1,,In-App
TKT_000768,SUB_002342,2025-06-23,Billing,Customer-Closed,13.1,,Email
TKT_000769,SUB_002342,2026-01-12,Streaming Quality,Resolved,7.7,,Phone
TKT_000770,SUB_002342,2025-05-01,Streaming Quality,Resolved,12.1,4.0,Email
TKT_000771,SUB_002351,2025-06-21,Cancellation Help,Resolved,28.9,4.0,Chat
TKT_000772,SUB_002351,2025-09-30,Cancellation Help,Customer-Closed,15.7,1.0,Email
TKT_000773,SUB_002354,2025-05-18,Content Request,Customer-Closed,23.3,1.0,In-App
TKT_000774,SUB_002354,2025-06-29,Streaming Quality,Resolved,64.4,5.0,Phone
TKT_000775,SUB_002361,2025-10-13,Billing,Unresolved,4.3,3.0,Email
TKT_000776,SUB_002361,2025-08-20,Streaming Quality,Resolved,3.7,,Chat
TKT_000777,SUB_002364,2025-12-07,Content Request,Resolved,31.3,3.0,In-App
TKT_000778,SUB_002366,2025-09-15,Cancellation Help,Resolved,17.3,,Chat
TKT_000779,SUB_002367,2025-06-07,Streaming Quality,Resolved,9.6,4.0,In-App
TKT_000780,SUB_002376,2025-05-17,Streaming Quality,Pending,9.4,1.0,Chat
TKT_000781,SUB_002379,2025-08-10,Streaming Quality,Resolved,11.4,4.0,Chat
TKT_000782,SUB_002380,2025-04-07,Streaming Quality,Customer-Closed,0.9,1.0,In-App
TKT_000783,SUB_002382,2025-06-03,Account Access,Pending,1.8,2.0,In-App
TKT_000784,SUB_002386,2025-04-24,Billing,Customer-Closed,8.1,2.0,In-App
TKT_000785,SUB_002392,2025-04-06,Billing,Resolved,45.0,5.0,In-App
TKT_000786,SUB_002394,2025-12-31,Streaming Quality,Pending,24.7,1.0,Chat
TKT_000787,SUB_002395,2026-03-25,Streaming Quality,Resolved,11.9,5.0,Email
TKT_000788,SUB_002397,2025-10-11,Billing,Resolved,4.2,,In-App
TKT_000789,SUB_002408,2025-05-06,Account Access,Resolved,5.7,4.0,Email
TKT_000790,SUB_002411,2025-11-22,Billing,Customer-Closed,13.9,,In-App
TKT_000791,SUB_002411,2025-09-01,Streaming Quality,Unresolved,19.5,1.0,Email
TKT_000792,SUB_002413,2026-03-16,Account Access,Unresolved,10.6,,Email
TKT_000793,SUB_002415,2026-01-31,Streaming Quality,Resolved,44.2,,In-App
TKT_000794,SUB_002426,2026-01-26,Cancellation Help,Pending,9.2,,In-App
TKT_000795,SUB_002428,2026-01-23,Content Request,Resolved,10.6,4.0,In-App
TKT_000796,SUB_002428,2026-03-07,Billing,Resolved,168.0,5.0,Email
TKT_000797,SUB_002428,2025-06-11,Streaming Quality,Resolved,15.6,5.0,Chat
TKT_000798,SUB_002428,2026-01-12,Account Access,Resolved,9.8,5.0,In-App
TKT_000799,SUB_002436,2025-10-27,Account Access,Unresolved,17.7,,In-App
TKT_000800,SUB_002436,2025-06-21,Billing,Resolved,23.4,5.0,Phone
TKT_000801,SUB_002436,2025-06-02,Cancellation Help,Resolved,22.7,,In-App
TKT_000802,SUB_002436,2025-11-25,Account Access,Customer-Closed,5.3,,In-App
TKT_000803,SUB_002444,2025-09-20,Cancellation Help,Customer-Closed,46.5,2.0,In-App
TKT_000804,SUB_002444,2025-05-17,Account Access,Unresolved,3.6,1.0,Chat
TKT_000805,SUB_002446,2026-01-01,Content Request,Resolved,11.6,,In-App
TKT_000806,SUB_002449,2025-04-13,Account Access,Resolved,9.0,4.0,In-App
TKT_000807,SUB_002449,2025-04-19,Streaming Quality,Resolved,7.0,5.0,In-App
TKT_000808,SUB_002451,2025-08-10,Account Access,Resolved,0.6,,In-App
TKT_000809,SUB_002455,2025-12-20,Streaming Quality,Unresolved,15.6,3.0,Chat
TKT_000810,SUB_002464,2026-01-07,Content Request,Unresolved,40.7,2.0,In-App
TKT_000811,SUB_002464,2025-08-15,Streaming Quality,Resolved,7.3,,In-App
TKT_000812,SUB_002464,2025-11-19,Content Request,Resolved,88.4,4.0,In-App
TKT_000813,SUB_002464,2025-10-18,Billing,Unresolved,16.3,,Chat
TKT_000814,SUB_002466,2025-06-23,Billing,Customer-Closed,10.6,2.0,Chat
TKT_000815,SUB_002467,2025-10-08,Billing,Unresolved,21.4,,In-App
TKT_000816,SUB_002467,2025-12-05,Cancellation Help,Customer-Closed,34.6,1.0,In-App
TKT_000817,SUB_002467,2025-10-27,Streaming Quality,Resolved,20.8,,In-App
TKT_000818,SUB_002467,2025-10-20,Cancellation Help,Customer-Closed,60.1,3.0,Phone
TKT_000819,SUB_002469,2025-09-21,Billing,Resolved,9.7,5.0,Email
TKT_000820,SUB_002472,2025-04-12,Streaming Quality,Resolved,11.0,,Chat
TKT_000821,SUB_002473,2025-08-13,Streaming Quality,Customer-Closed,19.1,,In-App
TKT_000822,SUB_002476,2025-08-22,Billing,Resolved,16.9,5.0,In-App
TKT_000823,SUB_002481,2025-04-30,Cancellation Help,Pending,57.5,2.0,Chat
TKT_000824,SUB_002485,2025-09-13,Billing,Resolved,39.3,4.0,Chat
TKT_000825,SUB_002488,2026-02-12,Streaming Quality,Resolved,8.4,5.0,In-App
TKT_000826,SUB_002488,2026-01-29,Billing,Resolved,20.8,5.0,In-App
TKT_000827,SUB_002496,2025-11-06,Billing,Pending,4.0,2.0,In-App
TKT_000828,SUB_002496,2025-12-30,Streaming Quality,Resolved,36.0,5.0,Email
TKT_000829,SUB_002498,2025-12-25,Billing,Resolved,3.4,,Email
TKT_000830,SUB_002506,2025-05-05,Streaming Quality,Resolved,95.0,5.0,In-App
TKT_000831,SUB_002506,2025-04-19,Billing,Customer-Closed,2.7,,Chat
TKT_000832,SUB_002525,2026-02-04,Cancellation Help,Customer-Closed,3.3,2.0,Chat
TKT_000833,SUB_002526,2025-08-03,Streaming Quality,Resolved,34.0,,Chat
TKT_000834,SUB_002540,2025-07-31,Streaming Quality,Resolved,7.0,4.0,In-App
TKT_000835,SUB_002542,2026-02-10,Streaming Quality,Resolved,2.9,5.0,Email
TKT_000836,SUB_002544,2026-03-15,Cancellation Help,Resolved,14.6,,Chat
TKT_000837,SUB_002544,2026-02-13,Streaming Quality,Resolved,4.9,5.0,In-App
TKT_000838,SUB_002546,2025-09-26,Streaming Quality,Resolved,29.3,,In-App
TKT_000839,SUB_002551,2026-03-23,Streaming Quality,Resolved,2.3,4.0,In-App
TKT_000840,SUB_002553,2025-11-18,Streaming Quality,Resolved,6.3,,Phone
TKT_000841,SUB_002559,2025-08-25,Streaming Quality,Resolved,16.2,,Email
TKT_000842,SUB_002563,2026-02-09,Billing,Pending,7.0,,Chat
TKT_000843,SUB_002564,2025-04-04,Streaming Quality,Customer-Closed,15.1,1.0,Email
TKT_000844,SUB_002564,2025-05-01,Account Access,Unresolved,4.4,2.0,Email
TKT_000845,SUB_002565,2026-03-27,Billing,Resolved,13.8,5.0,Phone
TKT_000846,SUB_002567,2026-02-23,Billing,Resolved,15.1,,Email
TKT_000847,SUB_002575,2025-06-05,Streaming Quality,Customer-Closed,14.1,1.0,Email
TKT_000848,SUB_002577,2025-09-25,Streaming Quality,Resolved,5.6,,Phone
TKT_000849,SUB_002577,2025-12-06,Streaming Quality,Resolved,21.6,,Chat
TKT_000850,SUB_002577,2025-12-23,Streaming Quality,Resolved,10.9,4.0,In-App
TKT_000851,SUB_002578,2025-10-10,Billing,Resolved,6.0,,In-App
TKT_000852,SUB_002602,2026-03-06,Content Request,Unresolved,8.6,1.0,Phone
TKT_000853,SUB_002602,2026-02-27,Streaming Quality,Resolved,11.1,,Chat
TKT_000854,SUB_002605,2026-01-14,Streaming Quality,Customer-Closed,6.4,2.0,Email
TKT_000855,SUB_002608,2025-07-22,Billing,Resolved,6.9,3.0,In-App
TKT_000856,SUB_002609,2025-12-04,Billing,Unresolved,29.6,2.0,Email
TKT_000857,SUB_002609,2025-06-03,Streaming Quality,Customer-Closed,1.8,,In-App
TKT_000858,SUB_002609,2025-07-02,Content Request,Unresolved,12.9,,In-App
TKT_000859,SUB_002610,2025-08-09,Streaming Quality,Resolved,17.7,3.0,Chat
TKT_000860,SUB_002613,2025-08-18,Billing,Customer-Closed,33.4,2.0,Chat
TKT_000861,SUB_002617,2025-11-26,Billing,Resolved,14.0,,In-App
TKT_000862,SUB_002617,2026-01-25,Account Access,Resolved,70.1,,Chat
TKT_000863,SUB_002619,2025-07-08,Account Access,Unresolved,9.0,1.0,In-App
TKT_000864,SUB_002621,2025-11-27,Billing,Resolved,8.9,,In-App
TKT_000865,SUB_002621,2025-08-23,Cancellation Help,Resolved,2.2,,Chat
TKT_000866,SUB_002634,2025-06-06,Billing,Resolved,43.5,5.0,In-App
TKT_000867,SUB_002636,2025-10-20,Streaming Quality,Unresolved,34.9,2.0,Phone
TKT_000868,SUB_002636,2025-10-10,Content Request,Customer-Closed,5.3,1.0,In-App
TKT_000869,SUB_002642,2025-08-15,Account Access,Resolved,68.4,,Chat
TKT_000870,SUB_002646,2026-03-18,Streaming Quality,Customer-Closed,11.2,,In-App
TKT_000871,SUB_002650,2025-10-12,Billing,Resolved,13.0,5.0,Phone
TKT_000872,SUB_002650,2025-11-28,Account Access,Resolved,11.9,5.0,In-App
TKT_000873,SUB_002660,2025-04-17,Billing,Resolved,4.7,5.0,Chat
TKT_000874,SUB_002662,2026-03-21,Streaming Quality,Unresolved,14.1,2.0,In-App
TKT_000875,SUB_002663,2025-05-20,Account Access,Resolved,15.7,,Chat
TKT_000876,SUB_002666,2025-11-13,Cancellation Help,Resolved,4.0,4.0,Email
TKT_000877,SUB_002668,2025-08-05,Billing,Resolved,168.0,5.0,In-App
TKT_000878,SUB_002678,2026-02-14,Cancellation Help,Resolved,2.4,,Email
TKT_000879,SUB_002680,2026-03-28,Billing,Resolved,5.8,,Phone
TKT_000880,SUB_002685,2025-09-12,Streaming Quality,Pending,11.4,3.0,Email
TKT_000881,SUB_002693,2025-09-27,Streaming Quality,Resolved,13.5,4.0,Phone
TKT_000882,SUB_002693,2026-03-04,Billing,Resolved,22.5,4.0,Chat
TKT_000883,SUB_002695,2025-10-08,Billing,Resolved,20.2,,In-App
TKT_000884,SUB_002701,2025-07-30,Cancellation Help,Customer-Closed,7.9,2.0,Email
TKT_000885,SUB_002701,2025-08-08,Account Access,Unresolved,5.7,,Email
TKT_000886,SUB_002701,2025-05-15,Cancellation Help,Unresolved,67.4,1.0,In-App
TKT_000887,SUB_002707,2025-07-31,Billing,Unresolved,12.8,1.0,In-App
TKT_000888,SUB_002714,2025-11-13,Streaming Quality,Resolved,27.3,,In-App
TKT_000889,SUB_002715,2025-06-02,Account Access,Pending,17.3,2.0,Phone
TKT_000890,SUB_002718,2026-02-07,Streaming Quality,Resolved,4.8,,Email
TKT_000891,SUB_002718,2026-03-16,Streaming Quality,Resolved,49.8,4.0,Chat
TKT_000892,SUB_002719,2025-09-13,Content Request,Unresolved,12.0,1.0,Chat
TKT_000893,SUB_002720,2026-03-31,Streaming Quality,Resolved,18.0,4.0,Email
TKT_000894,SUB_002722,2025-06-13,Billing,Resolved,11.9,,Email
TKT_000895,SUB_002724,2026-03-17,Content Request,Resolved,4.3,4.0,In-App
TKT_000896,SUB_002724,2026-03-03,Cancellation Help,Unresolved,4.5,,Phone
TKT_000897,SUB_002725,2025-09-19,Streaming Quality,Resolved,11.2,,In-App
TKT_000898,SUB_002729,2025-08-08,Content Request,Customer-Closed,17.2,1.0,Phone
TKT_000899,SUB_002733,2026-02-02,Streaming Quality,Resolved,2.5,5.0,Chat
TKT_000900,SUB_002735,2026-03-30,Streaming Quality,Unresolved,2.8,2.0,Email
TKT_000901,SUB_002739,2025-11-09,Account Access,Pending,6.5,1.0,In-App
TKT_000902,SUB_002740,2026-01-29,Billing,Resolved,10.5,4.0,In-App
TKT_000903,SUB_002753,2025-11-25,Billing,Resolved,2.7,5.0,In-App
TKT_000904,SUB_002754,2025-11-05,Billing,Unresolved,23.8,1.0,Chat
TKT_000905,SUB_002760,2026-01-02,Streaming Quality,Resolved,12.6,3.0,Email
TKT_000906,SUB_002762,2025-10-29,Streaming Quality,Resolved,24.5,,In-App
TKT_000907,SUB_002772,2025-03-31,Cancellation Help,Resolved,20.6,4.0,In-App
TKT_000908,SUB_002782,2025-08-16,Content Request,Resolved,34.0,,In-App
TKT_000909,SUB_002804,2025-06-04,Streaming Quality,Resolved,14.6,5.0,Chat
TKT_000910,SUB_002807,2025-04-26,Content Request,Unresolved,2.1,3.0,Chat
TKT_000911,SUB_002807,2025-04-22,Billing,Resolved,23.8,,Phone
TKT_000912,SUB_002821,2025-04-05,Billing,Customer-Closed,5.6,,In-App
TKT_000913,SUB_002831,2025-10-01,Cancellation Help,Resolved,5.6,4.0,In-App
TKT_000914,SUB_002832,2025-05-23,Streaming Quality,Unresolved,2.7,1.0,Chat
TKT_000915,SUB_002833,2025-11-04,Streaming Quality,Resolved,16.9,4.0,Phone
TKT_000916,SUB_002835,2026-02-12,Streaming Quality,Customer-Closed,23.1,2.0,Chat
TKT_000917,SUB_002838,2025-09-27,Billing,Resolved,20.0,,In-App
TKT_000918,SUB_002838,2025-11-17,Streaming Quality,Unresolved,44.6,,Email
TKT_000919,SUB_002840,2025-09-13,Content Request,Resolved,4.7,5.0,In-App
TKT_000920,SUB_002856,2025-08-15,Account Access,Resolved,10.2,5.0,In-App
TKT_000921,SUB_002865,2026-03-11,Streaming Quality,Customer-Closed,138.3,2.0,Chat
TKT_000922,SUB_002865,2026-03-17,Account Access,Resolved,10.9,5.0,Chat
TKT_000923,SUB_002868,2025-04-06,Streaming Quality,Resolved,5.3,,Email
TKT_000924,SUB_002868,2026-02-06,Billing,Resolved,22.7,4.0,In-App
TKT_000925,SUB_002872,2026-02-12,Streaming Quality,Customer-Closed,37.8,,In-App
TKT_000926,SUB_002872,2026-02-03,Billing,Resolved,13.2,,In-App
TKT_000927,SUB_002872,2026-02-16,Content Request,Unresolved,36.4,,Email
TKT_000928,SUB_002873,2026-03-15,Billing,Unresolved,2.9,2.0,Email
TKT_000929,SUB_002885,2026-03-16,Content Request,Pending,58.5,2.0,In-App
TKT_000930,SUB_002887,2025-12-28,Streaming Quality,Resolved,11.5,,In-App
TKT_000931,SUB_002888,2026-03-30,Streaming Quality,Resolved,29.5,,Phone
TKT_000932,SUB_002892,2026-03-08,Cancellation Help,Pending,5.1,3.0,Email
TKT_000933,SUB_002895,2026-02-24,Streaming Quality,Resolved,51.2,,Phone
TKT_000934,SUB_002899,2025-04-29,Streaming Quality,Resolved,9.0,,Chat
TKT_000935,SUB_002904,2026-01-12,Streaming Quality,Resolved,21.1,4.0,In-App
TKT_000936,SUB_002909,2025-09-20,Billing,Resolved,2.3,,In-App
TKT_000937,SUB_002919,2026-01-19,Billing,Resolved,12.8,4.0,Chat
TKT_000938,SUB_002920,2026-03-16,Streaming Quality,Resolved,10.4,5.0,In-App
TKT_000939,SUB_002922,2026-02-08,Cancellation Help,Customer-Closed,128.9,2.0,Chat
TKT_000940,SUB_002923,2026-03-28,Content Request,Resolved,13.5,5.0,Email
TKT_000941,SUB_002923,2026-03-25,Cancellation Help,Resolved,11.1,,Chat
TKT_000942,SUB_002928,2026-01-17,Streaming Quality,Resolved,1.7,5.0,Chat
TKT_000943,SUB_002933,2025-04-22,Billing,Customer-Closed,9.5,1.0,Email
TKT_000944,SUB_002941,2025-08-01,Cancellation Help,Resolved,10.4,4.0,Email
TKT_000945,SUB_002942,2025-06-27,Billing,Resolved,10.7,5.0,Chat
TKT_000946,SUB_002949,2026-02-16,Content Request,Unresolved,6.7,,Phone
TKT_000947,SUB_002953,2025-08-08,Billing,Resolved,7.2,4.0,In-App
TKT_000948,SUB_002954,2026-02-18,Cancellation Help,Resolved,4.9,4.0,In-App
TKT_000949,SUB_002964,2026-02-11,Billing,Resolved,18.7,3.0,In-App
TKT_000950,SUB_002966,2026-02-05,Content Request,Resolved,36.1,,Chat
TKT_000951,SUB_002966,2025-05-25,Content Request,Resolved,7.5,3.0,Chat
TKT_000952,SUB_002979,2025-10-30,Streaming Quality,Resolved,168.0,4.0,In-App
TKT_000953,SUB_002979,2025-06-12,Account Access,Resolved,10.4,3.0,In-App
TKT_000954,SUB_003003,2025-07-21,Billing,Resolved,5.4,,In-App
TKT_000955,SUB_003003,2025-12-14,Billing,Resolved,1.3,3.0,In-App
